day,S,I,C,P,R,R_t
271.0,804.3780343191964,129.36476135253906,350.27693830217635,0.0,2013.3648158482142,3.406833042093788
272.0,792.2342442103795,128.48812866210938,350.9574541364397,0.0,2008.446812220982,3.373724122671345
273.0,780.0904541015625,127.61149597167969,351.6379699707031,0.0,2003.52880859375,3.340615203248902
274.0,777.5484706333706,127.24433026994977,351.21339198521207,0.0,2012.0909249441963,3.324556711542443
275.0,775.0064871651786,126.87716456821987,350.78881399972096,0.0,2020.653041294643,3.3084982198359847
276.0,772.4645036969866,126.50999886648995,350.3642360142299,0.0,2029.2151576450892,3.292439728129526
277.0,769.9225202287946,126.14283316476005,349.93965802873885,0.0,2037.7772739955358,3.2763812364230676
278.0,767.3805367606027,125.77566746303013,349.5150800432478,0.0,2046.339390345982,3.2603227447166088
279.0,764.8385532924107,125.40850176130023,349.0905020577567,0.0,2054.9015066964284,3.2442642530101504
280.0,762.2965698242188,125.04133605957031,348.6659240722656,0.0,2063.463623046875,3.2282057613036916
281.0,760.1426565987723,124.15291050502232,349.34094674246654,0.0,2064.3553292410716,3.220503906920535
