day,S,I,P,C,E,Q,D,A,W,R,R_t
82.0,5.670264175959996,734.7140764508929,0.0,321.39928763253346,171.9258052280971,258.7459019252232,0.0,0.6998973744256156,225.79046630859375,1781.6041085379463,0.030911895448580348
83.0,3.7291619437081476,710.5841500418527,0.0,326.2518746512277,159.7633558000837,261.92533438546315,0.0,0.6855948993137905,224.5561981201172,1807.9308384486608,0.02036122890531239
84.0,1.7880597114562988,686.4542236328125,0.0,331.1044616699219,147.6009063720703,265.1047668457031,0.0,0.6712924242019653,223.32192993164062,1834.257568359375,0.009810562362044438
85.0,2.0881569726126537,665.0400826590402,0.0,334.6256626674107,139.87327902657645,267.00687517438615,0.0,0.6606694800513131,220.47879246303015,1856.016845703125,0.011468052420239008
86.0,2.388254233769008,643.6259416852679,0.0,338.14686366489957,132.1456516810826,268.9089835030692,0.0,0.650046535900661,217.63565499441964,1877.776123046875,0.013125542478433578
87.0,2.688351494925363,622.2118007114955,0.0,341.6680646623884,124.41802433558873,270.8110918317522,0.0,0.6394235917500087,214.79251752580916,1899.535400390625,0.014783032536628146
88.0,2.9884487560817172,600.7976597377232,0.0,345.1892656598772,116.69039699009487,272.7132001604353,0.0,0.6288006475993565,211.94938005719865,1921.294677734375,0.016440522594822718
89.0,3.288546017238072,579.3835187639509,0.0,348.71046665736606,108.962769644601,274.6153084891183,0.0,0.6181777034487043,209.10624258858817,1943.053955078125,0.018098012653017286
90.0,3.588643278394427,557.9693777901786,0.0,352.2316676548549,101.23514229910714,276.51741681780135,0.0,0.6075547592980521,206.2631051199777,1964.813232421875,0.019755502711211854
91.0,3.8887405395507812,536.5552368164062,0.0,355.75286865234375,93.50751495361328,278.4195251464844,0.0,0.5969318151473999,203.4199676513672,1986.572509765625,0.021412992769406426
92.0,6.1579824175153455,519.3487330845425,0.0,358.7492457798549,88.97828183855329,279.217520577567,0.0,0.5864611693790981,200.0291246686663,2006.0767299107142,0.03378158380008553
93.0,8.42722429547991,502.14222935267856,0.0,361.74562290736606,84.4490487234933,280.01551600864957,0.0,0.5759905236107963,196.6382816859654,2025.5809500558037,0.04615017483076464
94.0,10.696466173444476,484.9357256208147,0.0,364.7420000348772,79.91981560843331,280.81351143973217,0.0,0.5655198778424945,193.24743870326452,2045.085170200893,0.05851876586144374
95.0,12.96570805140904,467.72922188895086,0.0,367.7383771623884,75.39058249337333,281.6115068708147,0.0,0.5550492320741925,189.8565957205636,2064.5893903459823,0.07088735689212286
96.0,15.234949929373604,450.52271815708707,0.0,370.73475428989957,70.86134937831334,282.4095023018973,0.0,0.5445785863058907,186.46575273786272,2084.0936104910716,0.08325594792280197
97.0,17.50419180733817,433.3162144252232,0.0,373.7311314174107,66.33211626325334,283.2074977329799,0.0,0.5341079405375889,183.07490975516183,2103.597830636161,0.09562453895348105
98.0,19.773433685302734,416.1097106933594,0.0,376.7275085449219,61.80288314819336,284.0054931640625,0.0,0.5236372947692871,179.68406677246094,2123.10205078125,0.10799312998416016
99.0,18.51351833343506,401.3991219656808,0.0,378.2085484095982,58.566901615687776,284.32676478794644,0.0,0.5139856679098946,175.8631373814174,2138.725830078125,0.1011448233756013
100.0,17.253602981567383,386.6885332380022,0.0,379.68958827427457,55.3309200831822,284.64803641183033,0.0,0.5043340410505023,172.0422079903739,2154.349609375,0.09429651676704243
101.0,15.993687629699707,371.97794451032365,0.0,381.1706281389509,52.094938550676616,284.9693080357143,0.0,0.4946824141911098,168.22127859933036,2169.973388671875,0.08744821015848356
102.0,14.733772277832031,357.2673557826451,0.0,382.6516680036272,48.85895701817104,285.2905796595982,0.0,0.48503078733171734,164.40034920828683,2185.59716796875,0.08059990354992469
103.0,13.473856925964355,342.5567670549665,0.0,384.13270786830356,45.62297548566546,285.61185128348217,0.0,0.4753791604723249,160.5794198172433,2201.220947265625,0.07375159694136582
104.0,12.21394157409668,327.84617832728793,0.0,385.6137477329799,42.38699395315987,285.93312290736606,0.0,0.46572753361293245,156.75849042619978,2216.8447265625,0.06690329033280695
105.0,10.954026222229004,313.1355895996094,0.0,387.09478759765625,39.1510124206543,286.25439453125,0.0,0.45607590675354004,152.93756103515625,2232.468505859375,0.060054983724248084
106.0,13.371919359479632,302.2003871372768,0.0,388.25198800223217,37.82779284885952,285.90785435267856,0.0,0.449921544109072,149.71630859375,2242.9933035714284,0.07324160241550452
107.0,15.78981249673026,291.2651846749442,0.0,389.409188406808,36.50457327706473,285.56131417410717,0.0,0.443767181464604,146.49505615234375,2253.5181012834823,0.08642822110676097
108.0,18.207705633980886,280.32998221261164,0.0,390.56638881138394,35.18135370526995,285.2147739955357,0.0,0.4376128188201359,143.2738037109375,2264.042898995536,0.09961483979801741
109.0,20.625598771231516,269.39477975027904,0.0,391.7235892159598,33.85813413347517,284.8682338169643,0.0,0.4314584561756679,140.05255126953125,2274.567696707589,0.11280145848927386
110.0,23.043491908482142,258.45957728794644,0.0,392.8807896205357,32.53491456168039,284.52169363839283,0.0,0.42530409353119986,136.831298828125,2285.0924944196427,0.1259880771805303
111.0,25.46138504573277,247.52437482561385,0.0,394.0379900251116,31.2116949898856,284.17515345982144,0.0,0.4191497308867318,133.61004638671875,2295.6172921316966,0.13917469587178674
112.0,27.8792781829834,236.58917236328125,0.0,395.1951904296875,29.88847541809082,283.82861328125,0.0,0.4129953682422638,130.3887939453125,2306.14208984375,0.1523613145630432
113.0,27.855618613106863,228.84549168178015,0.0,395.9578639439174,28.572790963309153,282.8394775390625,0.0,0.40442752838134766,127.25406101771763,2316.854248046875,0.15216783015439675
114.0,27.83195904323033,221.101811000279,0.0,396.7205374581473,27.25710650852748,281.850341796875,0.0,0.3958596885204315,124.11932809012276,2327.56640625,0.15197434574575033
115.0,27.808299473353795,213.3581303187779,0.0,397.4832109723772,25.941422053745814,280.8612060546875,0.0,0.3872918486595154,120.98459516252791,2338.278564453125,0.1517808613371039
116.0,27.78463990347726,205.61444963727678,0.0,398.24588448660717,24.625737598964147,279.8720703125,0.0,0.37872400879859924,117.84986223493304,2348.99072265625,0.15158737692845747
117.0,27.760980333600724,197.87076895577567,0.0,399.00855800083707,23.310053144182476,278.8829345703125,0.0,0.3701561689376831,114.71512930733817,2359.702880859375,0.15139389251981103
118.0,27.737320763724192,190.12708827427457,0.0,399.771231515067,21.994368689400808,277.893798828125,0.0,0.36158832907676697,111.5803963797433,2370.4150390625,0.1512004081111646
119.0,27.713661193847656,182.38340759277344,0.0,400.5339050292969,20.67868423461914,276.9046630859375,0.0,0.35302048921585083,108.44566345214844,2381.127197265625,0.15100692370251817
120.0,27.69538606916155,175.7927485874721,0.0,401.0905194963728,19.866661071777344,275.85009329659596,0.0,0.34675927673067364,105.66197422572544,2384.131766183036,0.15113455268316073
121.0,27.677110944475448,169.20208958217077,0.0,401.64713396344865,19.054637908935547,274.7955235072545,0.0,0.3404980642454965,102.87828499930245,2387.1363351004466,0.1512621816638033
