day,S,I,V,D,C,E,P,H,A,Q,R_t
1023.0,11.042297227042061,0.6182915823800224,625.0091901506696,1583.813197544643,997.6671142578125,0.0,0.0,2.2218503270830428,3.203627824783325,0.17589627844946726,0.0554699497126336
1024.0,10.628743852887835,1.2365831647600447,624.8162928989956,1579.6033238002233,998.2911376953125,0.0,0.0,2.3808578082493375,3.203627824783325,0.14658023204122272,0.053371726016620505
1025.0,10.215190478733607,1.854874747140067,624.6233956473214,1575.3934500558037,998.9151611328125,0.0,0.0,2.539865289415632,3.203627824783325,0.11726418563297816,0.05127350232060741
1026.0,9.801637104579381,2.4731663295200894,624.4304983956473,1571.1835763113838,999.5391845703125,0.0,0.0,2.698872770581927,3.203627824783325,0.08794813922473363,0.04917527862459431
1027.0,9.388083730425153,3.091457911900112,624.2376011439732,1566.9737025669642,1000.1632080078125,0.0,0.0,2.857880251748221,3.203627824783325,0.058632092816489095,0.047077054928581205
1028.0,8.974530356270925,3.709749494280134,624.0447038922991,1562.7638288225446,1000.7872314453125,0.0,0.0,3.016887732914516,3.203627824783325,0.029316046408244534,0.04497883123256811
1029.0,8.5609769821167,4.328041076660156,623.851806640625,1558.553955078125,1001.4112548828125,0.0,0.0,3.1758952140808105,3.203627824783325,0.0,0.04288060753655501
1030.0,7.337980270385742,3.7764523029327393,625.2514125279018,1561.5098876953125,1001.0157645089286,0.0,0.0,2.786137738398143,3.203627824783325,0.009914423738207136,0.036754806459904296
1031.0,6.114983558654785,3.2248635292053223,626.6510184151786,1564.4658203125,1000.6202741350446,0.0,0.0,2.3963802627154758,3.203627824783325,0.019828847476414273,0.03062900538325358
1032.0,4.891986846923828,2.6732747554779053,628.0506243024554,1567.4217529296875,1000.2247837611607,0.0,0.0,2.006622787032809,3.203627824783325,0.02974327121462141,0.024503204306602862
1033.0,3.668990135192871,2.1216859817504883,629.4502301897321,1570.377685546875,999.8292933872768,0.0,0.0,1.6168653113501412,3.203627824783325,0.039657694952828546,0.018377403229952148
1034.0,2.445993423461914,1.5700972080230713,630.849836077009,1573.3336181640625,999.4338030133929,0.0,0.0,1.2271078356674738,3.203627824783325,0.049572118691035685,0.012251602153301434
1035.0,1.222996711730957,1.0185084342956543,632.2494419642857,1576.28955078125,999.038312639509,0.0,0.0,0.8373503599848067,3.203627824783325,0.05948654242924282,0.006125801076650714
1036.0,0.0,0.4669196605682373,633.6490478515625,1579.2454833984375,998.642822265625,0.0,0.0,0.4475928843021393,3.203627824783325,0.06940096616744995,0.0
1037.0,0.0,2.7479611124311174,632.265886579241,1577.6577322823662,998.0546875,0.0841112392289298,0.0,0.9240022642271859,3.203627824783325,0.05948654242924281,0.0
1038.0,0.0,5.0290025642939975,630.8827253069196,1576.0699811662946,997.466552734375,0.1682224784578596,0.0,1.4004116441522325,3.203627824783325,0.04957211869103568,0.0
