day,S,I,Q,R_t
134.0,3612.4314313616073,323.953604561942,69.09369877406529,7.463686365619612
135.0,3611.800606863839,324.2805611746652,69.39539773123605,7.4623870498231595
136.0,3611.1697823660716,324.6075177873884,69.6970966884068,7.461087734026707
137.0,3610.5389578683034,324.9344744001116,69.99879564557757,7.4597884182302545
138.0,3609.908133370536,325.2614310128348,70.30049460274833,7.458489102433802
139.0,3609.2773088727677,325.588387625558,70.60219355991909,7.4571897866373495
140.0,3608.646484375,325.91534423828125,70.90389251708984,7.455890470840897
141.0,3607.94482421875,326.1720232282366,71.1397933959961,7.454829558449128
142.0,3607.2431640625,326.428702218192,71.37569427490234,7.453768646057359
143.0,3606.54150390625,326.6853812081473,71.6115951538086,7.45270773366559
144.0,3605.83984375,326.9420601981027,71.84749603271484,7.451646821273821
145.0,3605.13818359375,327.198739188058,72.0833969116211,7.450585908882052
146.0,3604.4365234375,327.4554181780134,72.31929779052734,7.4495249964902825
147.0,3603.73486328125,327.71209716796875,72.5551986694336,7.4484640840985135
148.0,3603.458077566964,328.0219508579799,72.73554011753627,7.447495368565141
149.0,3603.1812918526784,328.33180454799106,72.91588156563895,7.4465266530317695
150.0,3602.9045061383927,328.6416582380022,73.09622301374164,7.445557937498397
151.0,3602.6277204241073,328.9515119280134,73.2765644618443,7.444589221965025
152.0,3602.3509347098216,329.26136561802457,73.45690590994698,7.443620506431652
153.0,3602.074148995536,329.5712193080357,73.63724735804966,7.442651790898281
154.0,3601.79736328125,329.8810729980469,73.81758880615234,7.441683075364908
155.0,3601.1861746651784,330.0639212472098,73.9688742501395,7.440934666068849
156.0,3600.5749860491073,330.2467694963728,74.12015969412667,7.44018625677279
157.0,3599.963797433036,330.4296177455357,74.27144513811383,7.439437847476731
158.0,3599.352608816964,330.61246599469865,74.42273058210101,7.438689438180673
159.0,3598.7414202008927,330.7953142438616,74.57401602608817,7.437941028884614
160.0,3598.1302315848216,330.97816249302457,74.72530147007534,7.437192619588555
161.0,3597.51904296875,331.1610107421875,74.8765869140625,7.436444210292496
162.0,3597.398751395089,331.4119088309152,75.02904074532645,7.435670165124476
163.0,3597.2784598214284,331.66280691964283,75.1814945765904,7.434896119956456
164.0,3597.1581682477677,331.9137050083705,75.33394840785435,7.434122074788435
165.0,3597.0378766741073,332.1646030970982,75.4864022391183,7.433348029620414
166.0,3596.9175851004466,332.4155011858259,75.63885607038226,7.432573984452394
167.0,3596.797293526786,332.66639927455356,75.7913099016462,7.431799939284374
168.0,3596.677001953125,332.91729736328125,75.94376373291016,7.431025894116353
169.0,3596.3829520089284,333.0543954031808,76.09696197509766,7.4304253229326545
170.0,3596.0889020647323,333.19149344308033,76.25016021728516,7.429824751748956
171.0,3595.794852120536,333.3285914829799,76.40335845947266,7.4292241805652575
172.0,3595.500802176339,333.4656895228795,76.55655670166016,7.4286236093815585
173.0,3595.2067522321427,333.60278756277904,76.70975494384766,7.42802303819786
174.0,3594.9127022879466,333.73988560267856,76.86295318603516,7.4274224670141615
175.0,3594.61865234375,333.8769836425781,77.01615142822266,7.426821895830463
176.0,3594.3248465401784,334.01060703822543,77.13130950927734,7.4262983059523675
177.0,3594.0310407366073,334.1442304338728,77.24646759033203,7.4257747160742715
178.0,3593.737234933036,334.2778538295201,77.36162567138672,7.425251126196176
179.0,3593.443429129464,334.4114772251674,77.4767837524414,7.424727536318081
180.0,3593.1496233258927,334.5451006208147,77.5919418334961,7.424203946439986
181.0,3592.8558175223216,334.67872401646207,77.70709991455078,7.42368035656189
182.0,3592.56201171875,334.8123474121094,77.82225799560547,7.423156766683795
183.0,3592.2470354352677,334.9534824916295,77.91283634730748,7.422660190257845
184.0,3591.932059151786,335.09461757114957,78.00341469900948,7.422163613831895
185.0,3591.6170828683034,335.23575265066967,78.09399305071149,7.421667037405944
186.0,3591.3021065848216,335.3768877301897,78.18457140241351,7.421170460979995
187.0,3590.987130301339,335.5180228097098,78.27514975411552,7.420673884554044
188.0,3590.6721540178573,335.6591578892299,78.36572810581752,7.420177308128094
189.0,3590.357177734375,335.80029296875,78.45630645751953,7.419680731702144
190.0,3590.3001883370534,335.9325256347656,78.53762926374164,7.41927298842834
191.0,3590.2431989397323,336.06475830078125,78.61895206996373,7.418865245154537
192.0,3590.186209542411,336.1969909667969,78.70027487618583,7.4184575018807335
193.0,3590.129220145089,336.3292236328125,78.78159768240792,7.41804975860693
194.0,3590.0722307477677,336.4614562988281,78.86292048863002,7.417642015333127
195.0,3590.0152413504466,336.59368896484375,78.94424329485211,7.417234272059323
196.0,3589.958251953125,336.7259216308594,79.02556610107422,7.41682652878552
197.0,3589.7449079241073,336.76036289760043,79.11821964808873,7.416545415180906
198.0,3589.531563895089,336.79480416434154,79.21087319510323,7.416264301576291
199.0,3589.3182198660716,336.8292454310826,79.30352674211774,7.415983187971677
200.0,3589.1048758370534,336.86368669782365,79.39618028913226,7.415702074367063
201.0,3588.891531808036,336.8981279645647,79.48883383614677,7.415420960762449
202.0,3588.6781877790177,336.9325692313058,79.58148738316127,7.4151398471578345
203.0,3588.46484375,336.9670104980469,79.67414093017578,7.414858733553221
204.0,3588.314767020089,337.1313694545201,79.70426831926618,7.41446644207103
205.0,3588.1646902901784,337.2957284109933,79.73439570835659,7.414074150588838
206.0,3588.0146135602677,337.46008736746654,79.76452309744698,7.413681859106647
207.0,3587.8645368303573,337.6244463239397,79.79465048653739,7.413289567624455
208.0,3587.7144601004466,337.78880528041293,79.82477787562779,7.412897276142264
209.0,3587.564383370536,337.95316423688615,79.8549052647182,7.412504984660072
210.0,3587.414306640625,338.1175231933594,79.8850326538086,7.412112693177881
211.0,3587.2453962053573,338.19710431780135,79.95423998151507,7.411800925194941
212.0,3587.076485770089,338.2766854422433,80.02344730922154,7.411489157212001
213.0,3586.9075753348216,338.3562665666853,80.09265463692802,7.411177389229061
214.0,3586.7386648995534,338.4358476911272,80.16186196463448,7.4108656212461215
215.0,3586.569754464286,338.5154288155692,80.23106929234096,7.410553853263181
216.0,3586.4008440290177,338.59500994001115,80.30027662004743,7.410242085280242
217.0,3586.23193359375,338.6745910644531,80.3694839477539,7.4099303172973014
218.0,3586.1944754464284,338.64371599469865,80.41994040352958,7.409885992049557
219.0,3586.1570172991073,338.6128409249442,80.47039685930524,7.409841666801812
220.0,3586.119559151786,338.5819658551897,80.52085331508091,7.409797341554068
221.0,3586.082101004464,338.5510907854353,80.57130977085659,7.409753016306323
222.0,3586.0446428571427,338.5202157156808,80.62176622663226,7.4097086910585785
223.0,3586.0071847098216,338.48934064592635,80.67222268240792,7.409664365810833
224.0,3585.9697265625,338.4584655761719,80.7226791381836,7.409620040563089
225.0,3585.91162109375,338.4351545061384,80.74888065883091,7.409602125662657
226.0,3585.853515625,338.4118434361049,80.77508217947823,7.409584210762223
227.0,3585.79541015625,338.38853236607144,80.80128370012555,7.409566295861791
228.0,3585.7373046875,338.36522129603793,80.82748522077289,7.4095483809613585
229.0,3585.67919921875,338.3419102260045,80.8536867414202,7.409530466060926
230.0,3585.62109375,338.31859915597096,80.87988826206752,7.409512551160493
231.0,3585.56298828125,338.2952880859375,80.90608978271484,7.40949463626006
232.0,3585.5529436383927,338.471435546875,80.96869223458427,7.40905091297228
233.0,3585.542898995536,338.6475830078125,81.03129468645368,7.408607189684498
234.0,3585.5328543526784,338.82373046875,81.0938971383231,7.408163466396718
235.0,3585.5228097098216,338.9998779296875,81.15649959019252,7.407719743108936
236.0,3585.512765066964,339.176025390625,81.21910204206195,7.407276019821156
237.0,3585.5027204241073,339.3521728515625,81.28170449393136,7.406832296533374
238.0,3585.49267578125,339.5283203125,81.34430694580078,7.406388573245594
239.0,3585.2495465959823,339.4307120186942,81.37447248186383,7.406460531909757
240.0,3585.006417410714,339.3331037248884,81.4046380179269,7.4065324905739205
241.0,3584.7632882254466,339.2354954310826,81.43480355398995,7.406604449238084
242.0,3584.5201590401784,339.1378871372768,81.46496909005302,7.406676407902247
243.0,3584.277029854911,339.04027884347096,81.49513462611607,7.4067483665664104
244.0,3584.0339006696427,338.9426705496652,81.52530016217914,7.406820325230574
245.0,3583.790771484375,338.8450622558594,81.55546569824219,7.406892283894737
246.0,3583.743338448661,338.9206063406808,81.55507114955357,7.406742988113252
247.0,3583.6959054129466,338.9961504255022,81.55467660086495,7.406593692331766
248.0,3583.6484723772323,339.07169451032365,81.55428205217633,7.406444396550281
249.0,3583.6010393415177,339.1472385951451,81.55388750348773,7.406295100768796
250.0,3583.5536063058034,339.22278267996654,81.55349295479911,7.406145804987311
251.0,3583.506173270089,339.29832676478793,81.5530984061105,7.405996509205825
252.0,3583.458740234375,339.3738708496094,81.55270385742188,7.40584721342434
253.0,3583.4396623883927,339.3944789341518,81.59449986049107,7.4057276657236315
254.0,3583.420584542411,339.4150870186942,81.63629586356026,7.405608118022923
255.0,3583.4015066964284,339.4356951032366,81.67809186662946,7.405488570322214
256.0,3583.3824288504466,339.45630318777904,81.71988786969867,7.405369022621505
257.0,3583.363351004464,339.47691127232144,81.76168387276786,7.405249474920796
258.0,3583.3442731584823,339.49751935686385,81.80347987583706,7.405129927220088
259.0,3583.3251953125,339.51812744140625,81.84527587890625,7.405010379519379
260.0,3583.378173828125,339.57445853097096,81.87579890659877,7.404861334619107
261.0,3583.43115234375,339.6307896205357,81.9063219342913,7.404712289718835
262.0,3583.484130859375,339.68712071010043,81.93684496198382,7.404563244818562
263.0,3583.537109375,339.7434517996652,81.96736798967633,7.40441419991829
264.0,3583.590087890625,339.7997828892299,81.99789101736886,7.404265155018018
265.0,3583.64306640625,339.85611397879467,82.02841404506138,7.404116110117745
266.0,3583.696044921875,339.9124450683594,82.0589370727539,7.403967065217473
267.0,3583.6585867745534,339.8826599121094,82.09122685023716,7.403954282520775
268.0,3583.6211286272323,339.8528747558594,82.12351662772042,7.403941499824079
269.0,3583.583670479911,339.8230895996094,82.15580640520368,7.403928717127381
270.0,3583.546212332589,339.7933044433594,82.18809618268695,7.403915934430684
271.0,3583.5087541852677,339.7635192871094,82.2203859601702,7.403903151733987
272.0,3583.4712960379466,339.7337341308594,82.25267573765346,7.40389036903729
273.0,3583.433837890625,339.7039489746094,82.28496551513672,7.403877586340593
274.0,3583.4526715959823,339.7302507672991,82.27205439976284,7.403856934990193
275.0,3583.471505301339,339.75655255998885,82.25914328438895,7.4038362836397935
276.0,3583.4903390066966,339.78285435267856,82.24623216901507,7.403815632289394
277.0,3583.5091727120534,339.8091561453683,82.23332105364118,7.4037949809389945
278.0,3583.528006417411,339.835457938058,82.2204099382673,7.403774329588595
279.0,3583.5468401227677,339.8617597307478,82.20749882289341,7.403753678238195
280.0,3583.565673828125,339.8880615234375,82.19458770751953,7.403733026887796
281.0,3583.4346749441966,339.8865530831473,82.23371887207031,7.403634953363042
282.0,3583.3036760602677,339.88504464285717,82.2728500366211,7.403536879838288
283.0,3583.172677176339,339.883536202567,82.31198120117188,7.403438806313535
284.0,3583.041678292411,339.8820277622768,82.35111236572266,7.40334073278878
285.0,3582.9106794084823,339.8805193219866,82.39024353027344,7.403242659264026
286.0,3582.7796805245534,339.87901088169644,82.42937469482422,7.403144585739272
287.0,3582.648681640625,339.87750244140625,82.468505859375,7.403046512214519
288.0,3582.6626325334823,339.874014718192,82.47976793561664,7.403035182122431
289.0,3582.676583426339,339.8705269949777,82.49103001185826,7.403023852030343
290.0,3582.6905343191966,339.8670392717634,82.50229208809989,7.403012521938256
291.0,3582.7044852120534,339.8635515485491,82.51355416434151,7.403001191846167
292.0,3582.718436104911,339.8600638253348,82.52481624058315,7.4029898617540795
293.0,3582.7323869977677,339.8565761021205,82.53607831682477,7.402978531661992
294.0,3582.746337890625,339.85308837890625,82.5473403930664,7.402967201569904
295.0,3582.7724958147323,339.8540693010603,82.55347987583706,7.402959741223365
296.0,3582.798653738839,339.8550502232143,82.5596193586077,7.402952280876826
297.0,3582.8248116629466,339.8560311453683,82.56575884137835,7.402944820530287
298.0,3582.8509695870534,339.8570120675223,82.57189832414899,7.402937360183748
299.0,3582.877127511161,339.85799298967635,82.57803780691964,7.4029298998372095
300.0,3582.9032854352677,339.85897391183033,82.58417728969029,7.40292243949067
301.0,3582.929443359375,339.8599548339844,82.59031677246094,7.402914979144131
302.0,3582.8697684151784,339.9851379394531,82.57069941929409,7.4027068803289025
303.0,3582.8100934709823,340.1103210449219,82.55108206612724,7.402498781513674
304.0,3582.750418526786,340.2355041503906,82.53146471296039,7.402290682698445
305.0,3582.690743582589,340.3606872558594,82.51184735979352,7.402082583883216
306.0,3582.6310686383927,340.4858703613281,82.49223000662667,7.401874485067987
307.0,3582.5713936941966,340.6110534667969,82.47261265345982,7.401666386252758
308.0,3582.51171875,340.7362365722656,82.45299530029297,7.40145828743753
309.0,3582.4787946428573,340.71946934291293,82.4751445225307,7.401441155929533
310.0,3582.445870535714,340.7027021135603,82.49729374476841,7.4014240244215355
311.0,3582.4129464285716,340.6859348842076,82.51944296700614,7.401406892913538
312.0,3582.3800223214284,340.6691676548549,82.54159218924386,7.40138976140554
313.0,3582.347098214286,340.6524004255022,82.56374141148159,7.401372629897543
314.0,3582.3141741071427,340.63563319614957,82.5858906337193,7.401355498389546
315.0,3582.28125,340.6188659667969,82.60803985595703,7.401338366881549
316.0,3582.504080636161,340.6085902622768,82.58548518589565,7.401447639566997
317.0,3582.7269112723216,340.5983145577567,82.56293051583427,7.4015569122524445
318.0,3582.9497419084823,340.5880388532366,82.54037584577289,7.401666184937892
319.0,3583.1725725446427,340.57776314871654,82.51782117571149,7.401775457623341
320.0,3583.3954031808034,340.56748744419644,82.49526650565011,7.4018847303087885
321.0,3583.618233816964,340.55721173967635,82.47271183558873,7.401994002994236
322.0,3583.841064453125,340.54693603515625,82.45015716552734,7.402103275679684
323.0,3583.5969587053573,340.4967607770647,82.5033950805664,7.402044367490717
324.0,3583.352852957589,340.4465855189732,82.55663299560547,7.401985459301749
325.0,3583.1087472098216,340.3964102608817,82.60987091064453,7.4019265511127825
326.0,3582.8646414620534,340.3462350027902,82.6631088256836,7.401867642923815
327.0,3582.620535714286,340.29605974469865,82.71634674072266,7.401808734734848
328.0,3582.3764299665177,340.24588448660717,82.76958465576172,7.40174982654588
329.0,3582.13232421875,340.1957092285156,82.82282257080078,7.4016909183569135
330.0,3582.2288643973216,340.0809020996094,82.7915518624442,7.401981970386975
331.0,3582.3254045758927,339.9660949707031,82.76028115408761,7.402273022417036
332.0,3582.421944754464,339.8512878417969,82.72901044573102,7.402564074447098
333.0,3582.518484933036,339.7364807128906,82.69773973737445,7.40285512647716
334.0,3582.6150251116073,339.6216735839844,82.66646902901786,7.403146178507222
335.0,3582.7115652901784,339.5068664550781,82.63519832066127,7.403437230537283
336.0,3582.80810546875,339.3920593261719,82.60392761230469,7.403728282567345
337.0,3582.7319684709823,339.5613098144531,82.58582850864956,7.403432307366781
338.0,3582.655831473214,339.7305603027344,82.56772940499442,7.403136332166218
339.0,3582.5796944754466,339.8998107910156,82.54963030133929,7.402840356965655
340.0,3582.5035574776784,340.0690612792969,82.53153119768415,7.402544381765092
341.0,3582.427420479911,340.2383117675781,82.51343209402901,7.402248406564529
342.0,3582.3512834821427,340.4075622558594,82.49533299037388,7.4019524313639655
343.0,3582.275146484375,340.5768127441406,82.47723388671875,7.401656456163402
344.0,3582.282156808036,340.528067452567,82.50335039411273,7.4016998041649815
345.0,3582.2891671316966,340.4793221609933,82.5294669015067,7.401743152166561
346.0,3582.2961774553573,340.43057686941967,82.55558340890067,7.40178650016814
347.0,3582.3031877790177,340.38183157784596,82.58169991629464,7.40182984816972
348.0,3582.3101981026784,340.3330862862723,82.60781642368862,7.401873196171299
349.0,3582.317208426339,340.28434099469865,82.63393293108258,7.401916544172878
350.0,3582.32421875,340.235595703125,82.66004943847656,7.401959892174458
351.0,3582.123465401786,340.26876395089283,82.66204833984375,7.401851071318505
352.0,3581.9227120535716,340.3019321986607,82.66404724121094,7.401742250462552
353.0,3581.7219587053573,340.33510044642856,82.66604614257812,7.401633429606599
354.0,3581.5212053571427,340.36826869419644,82.66804504394531,7.4015246087506465
355.0,3581.3204520089284,340.4014369419643,82.6700439453125,7.401415787894694
356.0,3581.119698660714,340.43460518973217,82.67204284667969,7.401306967038741
357.0,3580.9189453125,340.4677734375,82.67404174804688,7.401198146182788
358.0,3581.0981794084823,340.4186444963728,82.69938223702567,7.401281243073223
359.0,3581.277413504464,340.3695155552455,82.72472272600446,7.401364339963657
360.0,3581.4566476004466,340.3203866141183,82.75006321498326,7.401447436854093
361.0,3581.6358816964284,340.27125767299106,82.77540370396206,7.401530533744528
362.0,3581.815115792411,340.22212873186385,82.80074419294085,7.401613630634963
363.0,3581.9943498883927,340.1729997907366,82.82608468191964,7.4016967275253975
364.0,3582.173583984375,340.1238708496094,82.85142517089844,7.401779824415833
365.0,3582.0378766741073,340.14090401785717,82.83087812151227,7.401756699215942
366.0,3581.902169363839,340.1579371861049,82.81033107212612,7.401733574016052
367.0,3581.7664620535716,340.1749703543527,82.78978402273995,7.401710448816161
368.0,3581.6307547433034,340.19200352260043,82.7692369733538,7.401687323616271
369.0,3581.495047433036,340.2090366908482,82.74868992396763,7.40166419841638
370.0,3581.3593401227677,340.22606985909596,82.72814287458148,7.4016410732164895
371.0,3581.2236328125,340.24310302734375,82.70759582519531,7.4016179480165984
372.0,3581.3244280133927,340.2216055733817,82.72810581752232,7.401641773675385
373.0,3581.425223214286,340.20010811941967,82.74861580984933,7.401665599334172
374.0,3581.5260184151784,340.1786106654576,82.76912580217633,7.401689424992958
375.0,3581.6268136160716,340.1571132114955,82.78963579450335,7.401713250651745
376.0,3581.727608816964,340.13561575753346,82.81014578683036,7.401737076310531
377.0,3581.8284040178573,340.11411830357144,82.83065577915737,7.401760901969318
378.0,3581.92919921875,340.0926208496094,82.85116577148438,7.401784727628105
379.0,3581.9106096540177,340.0608564104353,82.86189923967633,7.401819542576172
380.0,3581.892020089286,340.02909197126115,82.8726327078683,7.401854357524241
