day,S,I,Q,R,R_t
69.0,1093.9215611049108,6.710330213819232,0.7045486313956124,6.977955205099923,1.8578839261422722
70.0,1093.635986328125,6.867002487182617,0.7215249538421631,7.141077041625977,1.8573129625441982
71.0,1093.038539341518,7.050207546779087,0.7340395961488996,7.846412113734654,1.8557924763968583
72.0,1092.4410923549108,7.233412606375558,0.7465542384556362,8.55174718584333,1.8542719902495186
73.0,1091.8436453683037,7.416617665972028,0.7590688807623727,9.257082257952009,1.8527515041021787
74.0,1091.2461983816963,7.599822725568499,0.7715835230691093,9.962417330060687,1.851231017954839
75.0,1090.6487513950892,7.783027785164969,0.7840981653758458,10.667752402169363,1.8497105318074991
76.0,1090.051304408482,7.966232844761439,0.7966128076825822,11.37308747427804,1.8481900456601594
77.0,1089.453857421875,8.14943790435791,0.8091274499893188,12.078422546386719,1.8466695595128195
78.0,1088.6703927176338,8.358309473310198,0.8418988330023629,12.362277575901576,1.8457690708388852
79.0,1087.886928013393,8.567181042262487,0.8746702160154071,12.646132605416435,1.8448685821649506
80.0,1087.1034633091517,8.776052611214775,0.9074415990284511,12.929987634931292,1.8439680934910163
81.0,1086.3199986049108,8.984924180167061,0.9402129820414952,13.21384266444615,1.8430676048170818
82.0,1085.5365339006696,9.19379574911935,0.9729843650545393,13.497697693961006,1.8421671161431474
83.0,1084.7530691964287,9.402667318071638,1.0057557480675834,13.781552723475865,1.8412666274692129
84.0,1083.9696044921875,9.611538887023926,1.0385271310806274,14.065407752990723,1.8403661387952785
85.0,1083.2667933872767,9.83903980255127,1.062400255884443,14.064388820103236,1.8399226937632096
86.0,1082.5639822823662,10.066540718078613,1.0862733806882585,14.063369887215751,1.8394792487311409
87.0,1081.8611711774554,10.294041633605957,1.110146505492074,14.062350954328265,1.839035803699072
88.0,1081.1583600725446,10.5215425491333,1.1340196302958898,14.061332021440778,1.838592358667003
89.0,1080.4555489676338,10.749043464660645,1.1578927550997054,14.060313088553292,1.838148913634934
90.0,1079.7527378627233,10.976544380187988,1.1817658799035209,14.059294155665807,1.8377054686028653
91.0,1079.0499267578125,11.204045295715332,1.2056390047073364,14.05827522277832,1.8372620235707964
92.0,1078.2056187220983,11.582045827593122,1.2473318065915788,14.852999005998884,1.835214162899038
93.0,1077.3613106863838,11.960046359470912,1.2890246084758215,15.647722789219447,1.8331663022272797
94.0,1076.5170026506696,12.338046891348704,1.3307174103600639,16.442446572440012,1.8311184415555213
95.0,1075.6726946149554,12.716047423226494,1.3724102122443063,17.237170355660574,1.8290705808837628
96.0,1074.8283865792412,13.094047955104283,1.4141030141285487,18.03189413888114,1.8270227202120044
97.0,1073.9840785435267,13.472048486982073,1.4557958160127913,18.826617922101704,1.8249748595402462
98.0,1073.1397705078125,13.850049018859863,1.4974886178970337,19.621341705322266,1.8229269988684877
99.0,1072.3835623604912,14.147998809814453,1.5313491310392107,20.084639685494558,1.8215787765129245
100.0,1071.6273542131696,14.445948600769043,1.5652096441813879,20.547937665666854,1.8202305541573613
101.0,1070.8711460658483,14.743898391723633,1.5990701573235648,21.011235645839147,1.8188823318017981
102.0,1070.1149379185267,15.041848182678223,1.6329306704657418,21.47453362601144,1.817534109446235
103.0,1069.3587297712054,15.339797973632812,1.6667911836079188,21.93783160618373,1.8161858870906717
104.0,1068.6025216238838,15.637747764587402,1.700651696750096,22.401129586356028,1.8148376647351085
105.0,1067.8463134765625,15.935697555541992,1.734512209892273,22.86442756652832,1.8134894423795453
106.0,1066.8508823939733,16.377099173409597,1.7804650579180037,23.237387793404714,1.812018750573835
107.0,1065.8554513113838,16.818500791277206,1.8264179059437342,23.610348020281112,1.8105480587681249
108.0,1064.8600202287946,17.25990240914481,1.872370753969465,23.983308247157506,1.8090773669624145
109.0,1063.8645891462054,17.701304027012416,1.9183236019951957,24.3562684740339,1.8076066751567041
110.0,1062.8691580636162,18.14270564488002,1.9642764500209264,24.729228700910294,1.8061359833509938
111.0,1061.8737269810267,18.58410726274763,2.010229298046657,25.102188927786692,1.8046652915452837
112.0,1060.8782958984375,19.025508880615234,2.0561821460723877,25.475149154663086,1.8031945997395733
113.0,1059.1847098214287,19.50821794782366,2.119692495891026,26.725745609828405,1.8001498814801475
114.0,1057.4911237444196,19.99092701503209,2.1832028457096646,27.976342064993723,1.7971051632207218
115.0,1055.7975376674108,20.473636082240514,2.2467131955283026,29.22693852015904,1.794060444961296
116.0,1054.1039515904017,20.95634514944894,2.310223545346941,30.47753497532436,1.7910157267018703
117.0,1052.410365513393,21.439054216657365,2.3737338951655795,31.728131430489675,1.7879710084424445
118.0,1050.7167794363838,21.921763283865793,2.437244244984218,32.978727885655,1.7849262901830187
119.0,1049.023193359375,22.40447235107422,2.5007545948028564,34.22932434082031,1.781881571923593
120.0,1047.5007149832588,22.901729583740234,2.5619140011923656,34.917454310825896,1.7797354230678977
121.0,1045.978236607143,23.39898681640625,2.6230734075818742,35.60558428083147,1.7775892742122024
122.0,1044.4557582310267,23.896244049072266,2.6842328139713834,36.293714250837056,1.775443125356507
123.0,1042.9332798549108,24.39350128173828,2.745392220360892,36.98184422084263,1.7732969765008115
124.0,1041.4108014787946,24.890758514404297,2.806551626750401,37.669974190848215,1.7711508276451162
125.0,1039.8883231026787,25.388015747070312,2.8677110331399103,38.3581041608538,1.769004678789421
126.0,1038.3658447265625,25.885272979736328,2.928870439529419,39.046234130859375,1.7668585299337256
127.0,1036.8413609095983,26.517014367239817,2.9896364552634105,39.998440333775115,1.764074592299144
128.0,1035.3168770926338,27.148755754743302,3.0504024709974016,40.95064653669085,1.7612906546645626
129.0,1033.7923932756696,27.78049714224679,3.111168486731393,41.90285273960659,1.758506717029981
130.0,1032.2679094587054,28.41223852975028,3.171934502465384,42.85505894252232,1.7557227793953998
131.0,1030.7434256417412,29.04397991725377,3.2327005181993758,43.80726514543806,1.7529388417608183
132.0,1029.2189418247767,29.675721304757253,3.2934665339333673,44.7594713483538,1.7501549041262368
133.0,1027.6944580078125,30.307462692260742,3.3542325496673584,45.71167755126953,1.7473709664916552
134.0,1025.6184779575892,31.00017765590123,3.442629439490182,46.72035162789481,1.744287356048801
135.0,1023.542497907366,31.692892619541713,3.5310263293130055,47.72902570452009,1.7412037456059468
136.0,1021.4665178571429,32.3856075831822,3.6194232191358293,48.737699781145366,1.7381201351630926
137.0,1019.3905378069196,33.07832254682268,3.707820108958653,49.74637385777065,1.7350365247202382
138.0,1017.3145577566964,33.77103751046317,3.796216998781477,50.755047934395925,1.731952914277384
139.0,1015.2385777064732,34.46375247410366,3.8846138886043002,51.76372201102121,1.7288693038345297
140.0,1013.16259765625,35.15646743774414,3.973010778427124,52.772396087646484,1.7257856933916755
141.0,1010.8674229213169,35.925370352608816,4.072333063398089,54.91864231654576,1.7207756707211512
142.0,1008.572248186384,36.69427326747349,4.171655348369053,57.06488854544504,1.7157656480506271
143.0,1006.2770734514509,37.46317618233817,4.270977633340018,59.21113477434431,1.7107556253801028
144.0,1003.9818987165179,38.23207909720285,4.370299918310983,61.35738100324358,1.7057456027095785
145.0,1001.6867239815848,39.000982012067524,4.469622203281948,63.50362723214286,1.7007355800390542
146.0,999.3915492466518,39.7698849269322,4.568944488252912,65.64987346104213,1.6957255573685301
147.0,997.0963745117188,40.538787841796875,4.668266773223877,67.7961196899414,1.6907155346980058
148.0,994.4471522739956,41.31989179338728,4.779767445155552,69.40571049281529,1.6864433756105803
149.0,991.7979300362723,42.10099574497768,4.891268117087228,71.01530129568917,1.6821712165231548
150.0,989.1487077985491,42.88209969656808,5.002768789018903,72.62489209856305,1.6778990574357293
151.0,986.4994855608259,43.66320364815848,5.114269460950579,74.23448290143695,1.673626898348304
152.0,983.8502633231027,44.44430759974888,5.225770132882254,75.84407370431083,1.6693547392608785
153.0,981.2010410853794,45.225411551339285,5.3372708048139295,77.45366450718471,1.665082580173453
154.0,978.5518188476562,46.00651550292969,5.4487714767456055,79.0632553100586,1.6608104210860275
155.0,975.8321184430804,46.88988222394671,5.569662843431745,80.5148173740932,1.6565826253709575
156.0,973.1124180385044,47.773248944963726,5.690554210117885,81.96637943812779,1.6523548296558874
157.0,970.3927176339286,48.656615665980745,5.811445576804025,83.41794150216239,1.6481270339408174
158.0,967.6730172293527,49.53998238699777,5.9323369434901645,84.86950356619698,1.6438992382257471
159.0,964.9533168247768,50.42334910801479,6.053228310176304,86.32106563023159,1.639671442510677
160.0,962.2336164202009,51.30671582903181,6.1741196768624445,87.77262769426619,1.635443646795607
161.0,959.513916015625,52.19008255004883,6.295011043548584,89.22418975830078,1.631215851080537
162.0,956.2291782924107,53.09721429007394,6.420967510768345,91.49979073660714,1.6255972168276474
163.0,952.9444405691964,54.00434603009905,6.546923977988107,93.77539171491351,1.6199785825747577
164.0,949.6597028459821,54.911477770124165,6.672880445207868,96.05099269321987,1.614359948321868
165.0,946.3749651227679,55.81860951014927,6.79883691242763,98.32659367152623,1.6087413140689784
166.0,943.0902273995536,56.72574125017439,6.924793379647391,100.60219464983258,1.6031226798160887
167.0,939.8054896763393,57.6328729901995,7.050749846867153,102.87779562813895,1.597504045563199
168.0,936.520751953125,58.54000473022461,7.176706314086914,105.15339660644531,1.5918854113103094
169.0,932.9826921735491,59.47345188685826,7.321811539786203,107.84122794015067,1.5855523871049573
170.0,929.4446323939732,60.40689904349191,7.466916765485491,110.52905927385602,1.5792193628996054
171.0,925.9065726143973,61.34034620012556,7.612021991184779,113.21689060756138,1.5728863386942533
172.0,922.3685128348214,62.27379335675921,7.757127216884068,115.90472194126674,1.5665533144889014
173.0,918.8304530552456,63.207240513392854,7.902232442583356,118.5925532749721,1.5602202902835494
174.0,915.2923932756696,64.14068767002651,8.047337668282644,121.28038460867745,1.5538872660781975
175.0,911.7543334960938,65.07413482666016,8.192442893981934,123.96821594238281,1.5475542418728454
176.0,908.2451084681919,65.96040998186383,8.34518323625837,126.42069789341518,1.5416219792573547
177.0,904.7358834402902,66.84668513706752,8.497923578534808,128.87317984444755,1.5356897166418642
178.0,901.2266584123884,67.7329602922712,8.650663920811244,131.3256617954799,1.5297574540263734
179.0,897.7174333844866,68.61923544747489,8.803404263087682,133.77814374651228,1.523825191410883
180.0,894.2082083565848,69.50551060267857,8.956144605364118,136.23062569754464,1.5178929287953922
181.0,890.6989833286831,70.39178575788226,9.108884947640554,138.683107648577,1.5119606661799017
182.0,887.1897583007812,71.27806091308594,9.261625289916992,141.13558959960938,1.506028403564411
183.0,883.0639038085938,72.21759905133929,9.420966012137276,144.15203857421875,1.49903848743974
184.0,878.9380493164062,73.15713718959263,9.580306734357562,147.16848754882812,1.492048571315069
185.0,874.8121948242188,74.09667532784599,9.739647456577845,150.1849365234375,1.4850586551903981
186.0,870.6863403320312,75.03621346609933,9.898988178798131,153.20138549804688,1.4780687390657272
187.0,866.5604858398438,75.97575160435268,10.058328901018415,156.21783447265625,1.4710788229410563
188.0,862.4346313476562,76.91528974260602,10.217669623238699,159.23428344726562,1.4640889068163854
189.0,858.3087768554688,77.85482788085938,10.377010345458984,162.250732421875,1.4570989906917144
190.0,854.040283203125,78.69256046840123,10.550932339259557,165.25821358816964,1.4501694072695541
191.0,849.7717895507812,79.53029305594308,10.724854333060128,168.26569475446428,1.4432398238473936
192.0,845.5032958984375,80.36802564348493,10.8987763268607,171.27317592075892,1.4363102404252333
193.0,841.2348022460938,81.20575823102679,11.072698320661273,174.28065708705358,1.429380657003073
194.0,836.96630859375,82.04349081856864,11.246620314461845,177.28813825334822,1.4224510735809126
195.0,832.6978149414062,82.8812234061105,11.420542308262416,180.29561941964286,1.415521490158752
196.0,828.4293212890625,83.71895599365234,11.594464302062988,183.3031005859375,1.4085919067365917
197.0,824.2135532924107,84.41480146135602,11.766080992562431,186.32113429478235,1.4018298803506863
198.0,819.997785295759,85.11064692905971,11.937697683061872,189.33916800362724,1.395067853964781
199.0,815.7820172991071,85.80649239676339,12.109314373561315,192.3572017124721,1.3883058275788756
200.0,811.5662493024554,86.50233786446708,12.280931064060756,195.37523542131697,1.3815438011929704
201.0,807.3504813058036,87.19818333217076,12.452547754560198,198.39326913016183,1.374781774807065
202.0,803.1347133091518,87.89402879987445,12.624164445059641,201.41130283900668,1.3680197484211596
203.0,798.9189453125,88.58987426757812,12.795781135559082,204.42933654785156,1.3612577220352542
204.0,794.921125139509,89.20202091761998,12.949916294642858,208.29933602469308,1.3536898392994914
205.0,790.9233049665179,89.81416756766183,13.104051453726631,212.1693355015346,1.3461219565637288
206.0,786.9254847935268,90.42631421770368,13.258186612810407,216.0393349783761,1.338554073827966
207.0,782.9276646205357,91.03846086774554,13.412321771894183,219.90933445521765,1.3309861910922034
208.0,778.9298444475446,91.65060751778739,13.566456930977958,223.77933393205916,1.3234183083564406
209.0,774.9320242745536,92.26275416782924,13.720592090061732,227.64933340890067,1.315850425620678
210.0,770.9342041015625,92.8749008178711,13.874727249145508,231.5193328857422,1.3082825428849152
211.0,766.4557669503348,93.34517342703683,14.031773430960518,235.01912144252233,1.3010810124449252
212.0,761.9773297991071,93.81544603620257,14.18881961277553,238.51890999930245,1.293879482004935
213.0,757.4988926478794,94.2857186453683,14.34586579459054,242.0186985560826,1.2866779515649451
214.0,753.0204554966518,94.75599125453404,14.502911976405553,245.51848711286272,1.279476421124955
215.0,748.5420183454241,95.22626386369977,14.659958158220563,249.01827566964286,1.272274890684965
216.0,744.0635811941964,95.69653647286552,14.817004340035574,252.518064226423,1.2650733602449749
217.0,739.5851440429688,96.16680908203125,14.974050521850586,256.0178527832031,1.257871829804985
218.0,735.2280186244419,96.44471413748605,15.122620173863002,259.8168247767857,1.2506049242650372
219.0,730.8708932059152,96.72261919294085,15.27118982587542,263.6157967703683,1.2433380187250895
220.0,726.5137677873884,97.00052424839565,15.419759477887835,267.4147687639509,1.2360711131851418
221.0,722.1566423688616,97.27842930385044,15.56832912990025,271.21374075753346,1.2288042076451942
222.0,717.7995169503348,97.55633435930524,15.716898781912667,275.01271275111606,1.2215373021052465
223.0,713.4423915318081,97.83423941476005,15.865468433925084,278.81168474469865,1.2142703965652988
224.0,709.0852661132812,98.11214447021484,16.0140380859375,282.61065673828125,1.207003491025351
225.0,704.9555751255581,98.24788774762835,16.133769716535294,286.75299072265625,1.199693695440021
226.0,700.8258841378348,98.38363102504185,16.253501347133092,290.89532470703125,1.1923838998546912
227.0,696.6961931501116,98.51937430245536,16.373232977730886,295.03765869140625,1.185074104269361
228.0,692.5665021623884,98.65511757986886,16.492964608328684,299.17999267578125,1.177764308684031
229.0,688.4368111746652,98.79086085728237,16.61269623892648,303.32232666015625,1.170454513098701
230.0,684.3071201869419,98.92660413469586,16.732427869524276,307.46466064453125,1.1631447175133711
231.0,680.1774291992188,99.06234741210938,16.85215950012207,311.60699462890625,1.155834921928041
232.0,675.8254656110491,98.99029323032924,16.96743474687849,315.4741908482143,1.1488809001431728
233.0,671.4735020228794,98.91823904854911,17.082709993634904,319.3413870675223,1.1419268783583043
234.0,667.1215384347098,98.84618486676898,17.197985240391322,323.20858328683033,1.134972856573436
235.0,662.7695748465402,98.77413068498883,17.31326048714774,327.0757795061384,1.1280188347885676
236.0,658.4176112583706,98.7020765032087,17.42853573390416,330.94297572544644,1.1210648130036993
237.0,654.0656476702009,98.63002232142857,17.543810980660574,334.8101719447545,1.1141107912188308
238.0,649.7136840820312,98.55796813964844,17.659086227416992,338.6773681640625,1.1071567694339626
239.0,646.5772879464286,98.33633422851562,17.755123955862864,342.80531529017856,1.1009780883761113
240.0,643.4408918108259,98.11470031738281,17.85116168430873,346.93326241629467,1.0947994073182603
241.0,640.3044956752232,97.89306640625,17.947199412754603,351.0612095424107,1.088620726260409
242.0,637.1680995396206,97.67143249511719,18.043237141200475,355.1891566685268,1.082442045202558
243.0,634.0317034040179,97.44979858398438,18.139274869646346,359.31710379464283,1.0762633641447068
244.0,630.8953072684152,97.22816467285156,18.235312598092214,363.44505092075894,1.0700846830868558
245.0,627.7589111328125,97.00653076171875,18.331350326538086,367.572998046875,1.0639060020290045
246.0,623.9216831752232,96.65584891183036,18.394735881260463,371.32325526646207,1.057746769447259
247.0,620.084455217634,96.30516706194196,18.45812143598284,375.0735124860491,1.0515875368655137
248.0,616.2472272600446,95.95448521205357,18.521506990705216,378.82376970563615,1.0454283042837682
249.0,612.4099993024554,95.60380336216518,18.584892545427596,382.5740269252232,1.039269071702023
250.0,608.572771344866,95.25312151227679,18.648278100149973,386.3242841448103,1.0331098391202775
251.0,604.7355433872768,94.90243966238839,18.71166365487235,390.0745413643973,1.026950606538532
252.0,600.8983154296875,94.5517578125,18.775049209594727,393.8247985839844,1.0207913739567867
253.0,597.5365687779018,94.0468270438058,18.808220182146346,397.5441676548549,1.0151816250739345
254.0,594.174822126116,93.54189627511161,18.841391154697963,401.26353672572543,1.0095718761910824
255.0,590.8130754743304,93.03696550641742,18.874562127249582,404.98290579659596,1.0039621273082302
256.0,587.4513288225446,92.53203473772321,18.9077330998012,408.70227486746654,0.9983523784253779
257.0,584.089582170759,92.02710396902901,18.94090407235282,412.42164393833707,0.9927426295425258
258.0,580.7278355189732,91.52217320033482,18.974075044904435,416.1410130092076,0.9871328806596735
259.0,577.3660888671875,91.01724243164062,19.007246017456055,419.8603820800781,0.9815231317768214
260.0,574.1338588169643,90.42809404645648,19.03188705444336,423.59063720703125,0.9760849839162752
261.0,570.901628766741,89.83894566127232,19.056528091430664,427.3208923339844,0.970646836055729
262.0,567.6693987165179,89.24979727608817,19.08116912841797,431.0511474609375,0.9652086881951828
263.0,564.4371686662946,88.66064889090401,19.105810165405273,434.7814025878906,0.9597705403346365
264.0,561.2049386160714,88.07150050571987,19.130451202392578,438.51165771484375,0.9543323924740903
265.0,557.9727085658482,87.48235212053571,19.155092239379883,442.2419128417969,0.9488942446135441
266.0,554.740478515625,86.89320373535156,19.179733276367188,445.97216796875,0.9434560967529979
267.0,552.038591657366,86.22203608921596,19.169961384364537,449.3361162458147,0.9388764995748945
268.0,549.3367047991071,85.55086844308036,19.160189492361887,452.7000645228795,0.934296902396791
269.0,546.6348179408482,84.87970079694476,19.150417600359237,456.0640127999442,0.9297173052186876
270.0,543.9329310825893,84.20853315080915,19.140645708356583,459.42796107700894,0.9251377080405842
271.0,541.2310442243304,83.53736550467355,19.130873816353933,462.79190935407365,0.9205581108624807
272.0,538.5291573660714,82.86619785853794,19.121101924351283,466.1558576311384,0.9159785136843772
273.0,535.8272705078125,82.19503021240234,19.111330032348633,469.5198059082031,0.9113989165062738
274.0,533.2064208984375,81.48656681605748,19.085216794695175,472.83775547572543,0.906970877688905
275.0,530.5855712890625,80.77810341971261,19.059103557041713,476.1557050432478,0.9025428388715363
276.0,527.9647216796875,80.06964002336774,19.032990319388254,479.4736546107701,0.8981148000541676
277.0,525.3438720703125,79.36117662702289,19.006877081734793,482.7916041782924,0.8936867612367988
278.0,522.7230224609375,78.65271323067802,18.980763844081334,486.1095537458147,0.88925872241943
279.0,520.1021728515625,77.94424983433315,18.954650606427872,489.42750331333707,0.8848306836020613
280.0,517.4813232421875,77.23578643798828,18.928537368774414,492.7454528808594,0.8804026447846925
281.0,515.4066554478237,76.47236088344029,18.87055914742606,495.76541573660717,0.876777221863745
282.0,513.3319876534598,75.7089353288923,18.812580926077707,498.7853785923549,0.8731517989427974
283.0,511.25731985909596,74.9455097743443,18.754602704729354,501.8053414481027,0.8695263760218498
284.0,509.18265206473217,74.18208421979632,18.696624483380997,504.82530430385043,0.8659009531009022
285.0,507.1079842703683,73.41865866524833,18.638646262032644,507.8452671595982,0.8622755301799546
286.0,505.0333164760045,72.65523311070034,18.58066804068429,510.86523001534596,0.858650107259007
287.0,502.9586486816406,71.89180755615234,18.522689819335938,513.8851928710938,0.8550246843380594
288.0,500.8593444824219,71.15660095214844,18.45886312212263,516.6921299525669,0.8515244450022609
289.0,498.7600402832031,70.42139434814453,18.395036424909318,519.4990670340402,0.8480242056664623
290.0,496.6607360839844,69.68618774414062,18.33120972769601,522.3060041155134,0.8445239663306637
291.0,494.5614318847656,68.95098114013672,18.2673830304827,525.1129411969866,0.8410237269948652
292.0,492.4621276855469,68.21577453613281,18.203556333269393,527.9198782784598,0.8375234876590666
293.0,490.3628234863281,67.4805679321289,18.13972963605608,530.7268153599331,0.834023248323268
294.0,488.2635192871094,66.745361328125,18.075902938842773,533.5337524414062,0.8305230089874694
295.0,486.34246826171875,65.97422845023019,17.994420732770646,536.7621983119419,0.8269243909845636
296.0,484.4214172363281,65.20309557233539,17.91293852669852,539.9906441824777,0.8233257729816578
297.0,482.5003662109375,64.43196269444057,17.831456320626394,543.2190900530134,0.8197271549787519
298.0,480.5793151855469,63.66082981654576,17.74997411455427,546.4475359235491,0.816128536975846
299.0,478.65826416015625,62.88969693865095,17.668491908482142,549.6759817940848,0.8125299189729401
300.0,476.7372131347656,62.11856406075614,17.58700970241002,552.9044276646206,0.8089313009700343
301.0,474.816162109375,61.34743118286133,17.50552749633789,556.1328735351562,0.8053326829671285
302.0,473.3195016043527,60.62763268607004,17.409378869192942,558.0816127232143,0.803053017296252
303.0,471.82284109933033,59.90783418927874,17.31323024204799,560.0303519112723,0.8007733516253756
304.0,470.326180594308,59.188035692487446,17.21708161490304,561.9790910993304,0.7984936859544991
305.0,468.8295200892857,58.46823719569615,17.120932987758092,563.9278302873884,0.7962140202836228
306.0,467.3328595842634,57.748438698904856,17.024784360613143,565.8765694754464,0.7939343546127463
