day,S,I,R,E,H,C,Q,P,V,R_t
1514.0,3.883533545902797,0.28224376695496695,3393.3919503348216,0.16981741253818783,0.0,0.0,0.023599756615502492,0.0,186.80181666782923,0.009674668856614183
1515.0,4.353914601462228,0.2653404750994274,3393.7270856584823,0.14541046268173627,0.0,0.0,0.03539963492325374,0.0,186.8155255998884,0.01084389115637156
1516.0,4.824295657021659,0.24843718324388775,3394.0622209821427,0.12100351282528468,0.0,0.0,0.047199513231004984,0.0,186.82923453194755,0.012013113456128936
1517.0,5.29467671258109,0.23153389138834818,3394.3973563058034,0.0965965629688331,0.0,0.0,0.05899939153875623,0.0,186.8429434640067,0.013182335755886312
1518.0,5.765057768140521,0.21463059953280858,3394.732491629464,0.07218961311238153,0.0,0.0,0.07079926984650747,0.0,186.85665239606584,0.014351558055643688
1519.0,6.235438823699951,0.19772730767726898,3395.067626953125,0.04778266325592995,0.0,0.0,0.08259914815425873,0.0,186.870361328125,0.015520780355401064
1520.0,5.771696465356009,0.16948054943765914,3395.5967145647323,0.06086636334657669,0.08217000961303711,0.0,0.07079926984650749,0.0,186.84102085658483,0.014366279036736394
1521.0,5.307954107012067,0.14123379119804927,3396.125802176339,0.07395006343722343,0.16434001922607422,0.0,0.05899939153875623,0.0,186.81168038504464,0.013211777718071725
1522.0,4.844211748668126,0.11298703295843943,3396.6548897879466,0.08703376352787018,0.24651002883911133,0.0,0.04719951323100499,0.0,186.78233991350447,0.012057276399407056
1523.0,4.380469390324183,0.08474027471882957,3397.1839773995534,0.10011746361851692,0.32868003845214844,0.0,0.035399634923253744,0.0,186.75299944196428,0.010902775080742387
1524.0,3.916727031980242,0.05649351647921971,3397.713065011161,0.11320116370916367,0.41085004806518555,0.0,0.023599756615502496,0.0,186.7236589704241,0.009748273762077717
1525.0,3.4529846736363004,0.02824675823960987,3398.2421526227677,0.1262848637998104,0.49302005767822266,0.0,0.011799878307751255,0.0,186.69431849888392,0.008593772443413049
1526.0,2.9892423152923584,0.0,3398.771240234375,0.13936856389045715,0.5751900672912598,0.0,0.0,0.0,186.66497802734375,0.007439271124748379
1527.0,2.5622076988220215,0.0,3396.4137137276784,0.11945876904896327,0.5959915263312203,0.0,0.0,0.0,186.71930149623327,0.006376518106927182
1528.0,2.1351730823516846,0.0,3394.0561872209823,0.09954897420746939,0.616792985371181,0.0,0.0,0.0,186.77362496512276,0.0053137650891059846
1529.0,1.7081384658813477,0.0,3391.698660714286,0.07963917936597552,0.6375944444111415,0.0,0.0,0.0,186.82794843401228,0.004251012071284788
1530.0,1.2811038494110107,0.0,3389.341134207589,0.059729384524481635,0.6583959034511021,0.0,0.0,0.0,186.88227190290178,0.003188259053463591
1531.0,0.8540692329406738,0.0,3386.9836077008927,0.03981958968298775,0.6791973624910627,0.0,0.0,0.0,186.9365953717913,0.0021255060356423936
1532.0,0.4270346164703369,0.0,3384.6260811941966,0.019909794841493883,0.6999988215310233,0.0,0.0,0.0,186.9909188406808,0.0010627530178211973
1533.0,0.0,0.0,3382.2685546875,0.0,0.7208002805709839,0.0,0.0,0.0,187.0452423095703,0.0
1534.0,0.0,0.0,3382.2452218191966,0.0,0.6937665513583592,0.0,0.019445197922842845,0.0,187.05577305385046,0.0
1535.0,0.0,0.0,3382.2218889508927,0.0,0.6667328221457345,0.0,0.03889039584568569,0.0,187.06630379813058,0.0
1536.0,0.0,0.0,3382.198556082589,0.0,0.6396990929331099,0.0,0.05833559376852854,0.0,187.07683454241072,0.0
1537.0,0.0,0.0,3382.175223214286,0.0,0.6126653637204852,0.0,0.07778079169137138,0.0,187.08736528669084,0.0
1538.0,0.0,0.0,3382.1518903459823,0.0,0.5856316345078605,0.0,0.09722598961421422,0.0,187.097896030971,0.0
1539.0,0.0,0.0,3382.1285574776784,0.0,0.5585979052952358,0.0,0.11667118753705708,0.0,187.1084267752511,0.0
1540.0,0.0,0.0,3382.105224609375,0.0,0.5315641760826111,0.0,0.1361163854598999,0.0,187.11895751953125,0.0
1541.0,0.0,0.1400196381977626,3383.5677315848216,0.0659495038645608,0.45562643664223806,0.0,0.14745691205774034,0.0,187.0747288295201,0.0
1542.0,0.0,0.2800392763955252,3385.0302385602677,0.1318990077291216,0.37968869720186504,0.0,0.1587974386555808,0.0,187.03050013950892,0.0
1543.0,0.0,0.4200589145932878,3386.492745535714,0.1978485115936824,0.3037509577614921,0.0,0.17013796525342123,0.0,186.98627144949776,0.0
1544.0,0.0,0.5600785527910505,3387.955252511161,0.2637980154582432,0.22781321832111906,0.0,0.1814784918512617,0.0,186.9420427594866,0.0
1545.0,0.0,0.7000981909888131,3389.4177594866073,0.329747519322804,0.15187547888074604,0.0,0.19281901844910213,0.0,186.89781406947546,0.0
1546.0,0.0,0.8401178291865756,3390.8802664620534,0.3956970231873648,0.07593773944037308,0.0,0.20415954504694256,0.0,186.85358537946428,0.0
1547.0,0.0,0.9801374673843384,3392.3427734375,0.46164652705192566,0.0,0.0,0.21550007164478302,0.0,186.80935668945312,0.0
1548.0,0.0,0.8401178291865757,3393.5157645089284,0.5304449711527143,0.05649812306676592,0.0,0.18471434712409973,0.0,186.78562709263392,0.0
1549.0,0.0,0.7000981909888131,3394.6887555803573,0.599243415253503,0.11299624613353185,0.0,0.15392862260341644,0.0,186.76189749581474,0.0
1550.0,0.0,0.5600785527910506,3395.861746651786,0.6680418593542916,0.16949436920029776,0.0,0.12314289808273315,0.0,186.73816789899553,0.0
1551.0,0.0,0.4200589145932879,3397.034737723214,0.7368403034550803,0.2259924922670637,0.0,0.09235717356204987,0.0,186.71443830217635,0.0
1552.0,0.0,0.2800392763955253,3398.2077287946427,0.805638747555869,0.28249061533382963,0.0,0.06157144904136658,0.0,186.69070870535714,0.0
1553.0,0.0,0.14001963819776275,3399.3807198660716,0.8744371916566576,0.3389887384005955,0.0,0.03078572452068329,0.0,186.66697910853796,0.0
1554.0,0.0,0.0,3400.5537109375,0.9432356357574463,0.39548686146736145,0.0,0.0,0.0,186.64324951171875,0.0
1555.0,0.38813890729631695,0.1553328037261963,3401.1768624441966,0.8084876877920968,0.3389887384005955,0.0,0.006372425705194473,0.0,186.67941066196985,0.0009642021578228846
1556.0,0.7762778145926339,0.3106656074523926,3401.8000139508927,0.6737397398267473,0.2824906153338296,0.0,0.012744851410388947,0.0,186.715571812221,0.0019284043156457692
1557.0,1.164416721888951,0.46599841117858887,3402.423165457589,0.5389917918613979,0.2259924922670637,0.0,0.01911727711558342,0.0,186.7517329624721,0.002892606473468654
1558.0,1.5525556291852678,0.6213312149047852,3403.046316964286,0.4042438438960484,0.16949436920029776,0.0,0.025489702820777893,0.0,186.78789411272322,0.0038568086312915383
1559.0,1.9406945364815846,0.7766640186309814,3403.6694684709823,0.2694958959306989,0.11299624613353182,0.0,0.031862128525972366,0.0,186.82405526297433,0.004821010789114423
1560.0,2.328833443777902,0.9319968223571777,3404.2926199776784,0.1347479479653495,0.05649812306676594,0.0,0.03823455423116684,0.0,186.86021641322546,0.005785212946937308
1561.0,2.7169723510742188,1.087329626083374,3404.915771484375,0.0,0.0,0.0,0.04460697993636131,0.0,186.89637756347656,0.006749415104760192
1562.0,2.6397851535252164,0.9319968223571777,3402.8863699776784,0.0314854553767613,0.0,0.0,0.0667249464562961,0.0,186.91075570242745,0.006560982579944518
1563.0,2.5625979559762135,0.7766640186309814,3400.8569684709823,0.0629709107535226,0.0,0.0,0.0888429129762309,0.0,186.92513384137834,0.006372550055128844
1564.0,2.485410758427211,0.6213312149047852,3398.827566964286,0.0944563661302839,0.0,0.0,0.11096087949616568,0.0,186.93951198032923,0.0061841175303131695
1565.0,2.4082235608782088,0.46599841117858887,3396.798165457589,0.1259418215070452,0.0,0.0,0.13307884601610048,0.0,186.95389011928015,0.005995685005497495
1566.0,2.3310363633292064,0.3106656074523926,3394.7687639508927,0.15742727688380648,0.0,0.0,0.15519681253603526,0.0,186.96826825823103,0.005807252480681821
1567.0,2.2538491657802036,0.1553328037261963,3392.7393624441966,0.1889127322605678,0.0,0.0,0.17731477905597004,0.0,186.98264639718192,0.005618819955866147
1568.0,2.176661968231201,0.0,3390.7099609375,0.2203981876373291,0.0,0.0,0.19943274557590485,0.0,186.9970245361328,0.005430387431050473
1569.0,1.8657102584838867,0.010912597179412842,3390.2547781808034,0.18891273226056782,0.10338256188801356,0.0,0.21815529039927892,0.0,187.01043483189173,0.004654617798043262
1570.0,1.5547585487365723,0.021825194358825684,3389.7995954241073,0.1574272768838065,0.20676512377602713,0.0,0.236877835222653,0.0,187.02384512765067,0.0038788481650360524
1571.0,1.2438068389892578,0.032737791538238525,3389.344412667411,0.1259418215070452,0.3101476856640407,0.0,0.25560038004602703,0.0,187.0372554234096,0.0031030785320288416
1572.0,0.9328551292419434,0.04365038871765137,3388.889229910714,0.09445636613028391,0.41353024755205425,0.0,0.27432292486940113,0.0,187.05066571916853,0.002327308899021631
