day,S,I,D,R_t
96.0,98.70761147567204,3967.816859654018,0.0,0.390155791598934
97.0,101.60490311895099,3968.9402901785716,0.0,0.4016077464955943
98.0,104.50219476222992,3970.063720703125,0.0,0.4130597013922545
99.0,102.17141093526568,3971.464651925223,0.0,0.40384694874369714
100.0,99.84062710830143,3972.8655831473216,0.0,0.3946341960951398
101.0,97.5098432813372,3974.2665143694194,0.0,0.38542144344658247
102.0,95.17905945437295,3975.667445591518,0.0,0.3762086907980251
103.0,92.84827562740871,3977.068376813616,0.0,0.36699593814946774
104.0,90.51749180044446,3978.4693080357147,0.0,0.3577831855009104
105.0,88.18670797348022,3979.8702392578125,0.0,0.348570432852353
106.0,87.94071919577462,3979.5775146484375,0.0,0.3475981274256952
107.0,87.69473041806901,3979.2847900390625,0.0,0.3466258219990373
108.0,87.44874164036341,3978.9920654296875,0.0,0.34565351657237947
109.0,87.20275286265783,3978.6993408203125,0.0,0.3446812111457216
110.0,86.95676408495223,3978.4066162109375,0.0,0.34370890571906376
111.0,86.71077530724662,3978.1138916015625,0.0,0.3427366002924059
112.0,86.46478652954102,3977.8211669921875,0.0,0.34176429486574805
113.0,82.22151347569057,3978.9136788504466,0.0,0.3249921581222368
114.0,77.97824042184013,3980.0061907087056,0.0,0.3082200213787256
115.0,73.73496736798968,3981.098702566964,0.0,0.29144788463521437
116.0,69.49169431413922,3982.1912144252233,0.0,0.2746757478917031
117.0,65.24842126028878,3983.283726283482,0.0,0.25790361114819194
118.0,61.005148206438335,3984.376238141741,0.0,0.2411314744046807
119.0,56.76187515258789,3985.46875,0.0,0.22435933766116947
120.0,59.09458378383091,3988.9063720703125,0.0,0.23357969837080533
121.0,61.42729241507394,3992.343994140625,0.0,0.24280005908044122
122.0,63.760001046316965,3995.7816162109375,0.0,0.25202041979007705
123.0,66.09270967756,3999.21923828125,0.0,0.26124078049971294
124.0,68.42541830880302,4002.6568603515625,0.0,0.27046114120934883
125.0,70.75812694004604,4006.094482421875,0.0,0.27968150191898467
126.0,73.09083557128906,4009.5321044921875,0.0,0.28890186262862055
127.0,73.52232360839844,4007.636247907366,0.0,0.2906073801076386
128.0,73.95381164550781,4005.7403913225444,0.0,0.2923128975866566
129.0,74.38529968261719,4003.8445347377233,0.0,0.2940184150656746
130.0,74.81678771972656,4001.9486781529017,0.0,0.29572393254469265
131.0,75.24827575683594,4000.0528215680806,0.0,0.2974294500237107
132.0,75.67976379394531,3998.156964983259,0.0,0.29913496750272867
133.0,76.11125183105469,3996.2611083984375,0.0,0.3008404849817467
134.0,70.96548931939262,4002.5958600725444,0.0,0.2805011310443605
135.0,65.81972680773055,4008.930611746652,0.0,0.26016177710697425
136.0,60.67396429606846,4015.265363420759,0.0,0.23982242316958804
137.0,55.52820178440639,4021.600115094866,0.0,0.21948306923220182
138.0,50.382439272744314,4027.934866768973,0.0,0.1991437152948156
139.0,45.23667676108224,4034.2696184430806,0.0,0.1788043613574294
140.0,40.090914249420166,4040.6043701171875,0.0,0.15846500742004316
141.0,42.92361506393978,4032.0729457310263,0.0,0.16966165793289936
142.0,45.75631587845939,4023.541521344866,0.0,0.1808583084457556
143.0,48.589016692978994,4015.010096958705,0.0,0.1920549589586118
144.0,51.421717507498606,4006.478672572545,0.0,0.20325160947146803
145.0,54.25441832201822,3997.947248186384,0.0,0.21444825998432424
146.0,57.08711913653782,3989.4158238002237,0.0,0.22564491049718044
147.0,59.919819951057434,3980.8843994140625,0.0,0.23684156101003667
148.0,55.749867286000935,3983.536882672991,0.0,0.2203592334707244
149.0,51.57991462094443,3986.1893659319194,0.0,0.2038769059314121
150.0,47.40996195588793,3988.8418491908483,0.0,0.1873945783920998
151.0,43.24000929083143,3991.4943324497767,0.0,0.17091225085278752
152.0,39.07005662577493,3994.1468157087056,0.0,0.15442992331347524
153.0,34.900103960718425,3996.799298967634,0.0,0.13794759577416293
154.0,30.730151295661926,3999.4517822265625,0.0,0.12146526823485065
155.0,33.18743484360831,3999.5086321149556,0.0,0.13117802891763047
156.0,35.6447183915547,3999.565482003348,0.0,0.14089078960041027
157.0,38.10200193950108,3999.622331891741,0.0,0.15060355028319009
158.0,40.55928548744747,3999.679181780134,0.0,0.1603163109659699
159.0,43.01656903539385,3999.736031668527,0.0,0.1700290716487497
160.0,45.47385258334024,3999.7928815569194,0.0,0.17974183233152952
161.0,47.93113613128662,3999.8497314453125,0.0,0.18945459301430934
162.0,43.63616700683321,4002.320591517857,0.0,0.17247812024192286
163.0,39.3411978823798,4004.7914515904017,0.0,0.15550164746953637
164.0,35.0462287579264,4007.2623116629466,0.0,0.1385251746971499
165.0,30.751259633472987,4009.733171735491,0.0,0.12154870192476341
166.0,26.456290509019578,4012.204031808036,0.0,0.10457222915237693
167.0,22.161321384566172,4014.6748918805806,0.0,0.08759575637999045
168.0,17.866352260112762,4017.145751953125,0.0,0.07061928360760397
169.0,18.920444641794475,4016.8543352399556,0.0,0.07478573279470443
170.0,19.97453702347619,4016.5629185267853,0.0,0.0789521819818049
171.0,21.028629405157904,4016.271501813616,0.0,0.08311863116890536
172.0,22.08272178683962,4015.9800851004466,0.0,0.08728508035600582
173.0,23.136814168521337,4015.688668387277,0.0,0.09145152954310629
174.0,24.190906550203053,4015.397251674107,0.0,0.09561797873020673
175.0,25.244998931884766,4015.1058349609375,0.0,0.0997844279173072
176.0,24.698634556361608,4018.9129115513397,0.0,0.09762484546721181
177.0,24.15227018083845,4022.719988141741,0.0,0.09546526301711641
178.0,23.605905805315288,4026.527064732143,0.0,0.09330568056702103
179.0,23.05954142979213,4030.3341413225444,0.0,0.09114609811692563
180.0,22.513177054268972,4034.1412179129466,0.0,0.08898651566683025
181.0,21.966812678745814,4037.948294503348,0.0,0.08682693321673485
182.0,21.420448303222656,4041.75537109375,0.0,0.08466735076663946
183.0,22.430142538888113,4042.261509486607,0.0,0.08865831000371935
184.0,23.439836774553573,4042.7676478794647,0.0,0.09264926924079922
185.0,24.449531010219026,4043.2737862723216,0.0,0.0966402284778791
186.0,25.459225245884486,4043.7799246651784,0.0,0.10063118771495898
187.0,26.468919481549943,4044.2860630580353,0.0,0.10462214695203886
188.0,27.478613717215403,4044.792201450893,0.0,0.10861310618911874
189.0,28.48830795288086,4045.29833984375,0.0,0.11260406542619862
190.0,28.17478098188128,4042.693411690848,0.0,0.1113648057406566
191.0,27.861254010881694,4040.0884835379466,0.0,0.11012554605511458
192.0,27.547727039882115,4037.4835553850444,0.0,0.10888628636957257
193.0,27.234200068882533,4034.878627232143,0.0,0.10764702668403055
194.0,26.920673097882954,4032.273699079241,0.0,0.10640776699848853
195.0,26.607146126883368,4029.6687709263397,0.0,0.10516850731294651
196.0,26.29361915588379,4027.0638427734375,0.0,0.10392924762740449
197.0,26.590511322021484,4027.4950474330362,0.0,0.10510275589457115
198.0,26.88740348815918,4027.926252092634,0.0,0.10627626416173779
199.0,27.184295654296875,4028.3574567522323,0.0,0.10744977242890444
200.0,27.48118782043457,4028.78866141183,0.0,0.10862328069607109
201.0,27.778079986572266,4029.2198660714284,0.0,0.10979678896323775
202.0,28.07497215270996,4029.6510707310263,0.0,0.11097029723040439
203.0,28.371864318847656,4030.082275390625,0.0,0.11214380549757104
204.0,25.88984686987741,4031.314522879464,0.0,0.10233328057362343
205.0,23.407829420907156,4032.5467703683034,0.0,0.09252275564967581
206.0,20.92581197193691,4033.779017857143,0.0,0.0827122307257282
207.0,18.44379452296666,4035.011265345982,0.0,0.07290170580178057
208.0,15.961777073996409,4036.2435128348216,0.0,0.06309118087783297
209.0,13.47975962502616,4037.475760323661,0.0,0.05328065595388534
210.0,10.997742176055908,4038.7080078125,0.0,0.04347013102993773
211.0,11.090360505240305,4041.066353934152,0.0,0.043836218072257425
212.0,11.1829788344247,4043.4247000558034,0.0,0.04420230511457713
213.0,11.275597163609095,4045.7830461774556,0.0,0.04456839215689683
214.0,11.368215492793492,4048.141392299107,0.0,0.044934479199216525
215.0,11.46083382197789,4050.499738420759,0.0,0.04530056624153622
216.0,11.553452151162285,4052.8580845424103,0.0,0.045666653283855926
217.0,11.64607048034668,4055.2164306640625,0.0,0.046032740326175624
218.0,12.655340467180524,4055.018345424107,0.0,0.05002202265975996
219.0,13.664610454014369,4054.820260184152,0.0,0.0540113049933443
220.0,14.673880440848215,4054.6221749441966,0.0,0.05800058732692863
221.0,15.683150427682058,4054.424089704241,0.0,0.06198986966051297
222.0,16.692420414515905,4054.2260044642853,0.0,0.0659791519940973
223.0,17.70169040134975,4054.0279192243306,0.0,0.06996843432768164
224.0,18.710960388183594,4053.829833984375,0.0,0.07395771666126598
225.0,18.362365450177872,4053.5697893415177,0.0,0.07257984587752683
226.0,18.013770512172155,4053.309744698661,0.0,0.0712019750937877
227.0,17.665175574166433,4053.0497000558034,0.0,0.06982410431004855
228.0,17.316580636160715,4052.7896554129466,0.0,0.06844623352630941
229.0,16.967985698154994,4052.529610770089,0.0,0.06706836274257026
230.0,16.619390760149273,4052.2695661272323,0.0,0.06569049195883113
231.0,16.270795822143555,4052.009521484375,0.0,0.06431262117509198
232.0,14.04292984519686,4046.816458565848,0.0,0.05550666588129782
233.0,11.815063868250165,4041.6233956473216,0.0,0.04670071058750366
234.0,9.587197891303472,4036.4303327287944,0.0,0.037894755293709496
235.0,7.359331914356776,4031.237269810268,0.0,0.029088799999915337
236.0,5.131465937410081,4026.044206891741,0.0,0.020282844706121177
237.0,2.903599960463387,4020.8511439732147,0.0,0.01147688941232701
238.0,0.6757339835166931,4015.6580810546875,0.0,0.002670934118532848
239.0,3.9464812449046542,4022.030988420759,0.0,0.015599025152337083
240.0,7.217228506292615,4028.40389578683,0.0,0.028527116186141316
241.0,10.487975767680577,4034.7768031529017,0.0,0.041455207219945556
242.0,13.758723029068538,4041.1497105189733,0.0,0.05438329825374979
243.0,17.029470290456498,4047.522617885045,0.0,0.06731138928755402
244.0,20.30021755184446,4053.895525251116,0.0,0.08023948032135826
245.0,23.570964813232422,4060.2684326171875,0.0,0.09316757135516249
246.0,21.81398023877825,4057.862513950893,0.0,0.08622284138727915
247.0,20.05699566432408,4055.456595284598,0.0,0.07927811141939582
248.0,18.30001108986991,4053.0506766183034,0.0,0.07233338145151248
249.0,16.543026515415736,4050.644757952009,0.0,0.06538865148362916
250.0,14.786041940961566,4048.2388392857147,0.0,0.05844392151574582
251.0,13.029057366507395,4045.8329206194194,0.0,0.051499191547862484
252.0,11.272072792053223,4043.427001953125,0.0,0.04455446157997915
253.0,10.3819169316973,4045.080827985491,0.0,0.04103599467401805
254.0,9.49176107134138,4046.734654017857,0.0,0.037517527768056946
255.0,8.601605210985456,4048.388480050223,0.0,0.03399906086209584
256.0,7.711449350629533,4050.0423060825897,0.0,0.030480593956134734
257.0,6.821293490273612,4051.6961321149556,0.0,0.02696212705017363
258.0,5.931137629917689,4053.3499581473216,0.0,0.02344366014421253
259.0,5.040981769561768,4055.0037841796875,0.0,0.019925193238251423
260.0,7.570267064230782,4056.899396623884,0.0,0.029922551005988864
261.0,10.099552358899798,4058.79500906808,0.0,0.03991990877372631
262.0,12.628837653568814,4060.6906215122763,0.0,0.04991726654146375
263.0,15.158122948237828,4062.5862339564737,0.0,0.05991462430920119
264.0,17.687408242906844,4064.48184640067,0.0,0.06991198207693863
265.0,20.21669353757586,4066.377458844866,0.0,0.07990933984467607
266.0,22.745978832244873,4068.2730712890625,0.0,0.08990669761241352
267.0,19.992677313940867,4066.885480608259,0.0,0.07902388404489856
268.0,17.23937579563686,4065.497889927455,0.0,0.0681410704773836
269.0,14.48607427733285,4064.1102992466517,0.0,0.05725825690986866
270.0,11.732772759028844,4062.7227085658483,0.0,0.0463754433423537
271.0,8.979471240724836,4061.335117885045,0.0,0.035492629774838746
272.0,6.226169722420829,4059.947527204241,0.0,0.024609816207323804
273.0,3.4728682041168213,4058.5599365234375,0.0,0.01372700263980885
274.0,3.3775147710527693,4059.6289760044647,0.0,0.013350104712662443
275.0,3.2821613379887173,4060.698015485491,0.0,0.012973206785516035
276.0,3.186807904924665,4061.767054966518,0.0,0.012596308858369628
277.0,3.0914544718606134,4062.8360944475444,0.0,0.01221941093122322
278.0,2.996101038796561,4063.9051339285716,0.0,0.011842513004076812
279.0,2.900747605732509,4064.974173409598,0.0,0.011465615076930405
280.0,2.805394172668457,4066.043212890625,0.0,0.011088717149783997
281.0,2.5429347157478333,4064.5048828125,0.0,0.010051309034577622
282.0,2.2804752588272095,4062.966552734375,0.0,0.009013900919371248
283.0,2.0180158019065857,4061.42822265625,0.0,0.007976492804164872
284.0,1.755556344985962,4059.889892578125,0.0,0.006939084688958496
285.0,1.4930968880653384,4058.3515625,0.0,0.00590167657375212
286.0,1.2306374311447144,4056.813232421875,0.0,0.004864268458545745
287.0,0.9681779742240906,4055.27490234375,0.0,0.0038268603433393696
288.0,5.261376670428684,4051.8322056361603,0.0,0.02079633524773457
289.0,9.554575366633278,4048.3895089285716,0.0,0.03776581015212978
290.0,13.847774062837873,4044.946812220982,0.0,0.05473528505652498
291.0,18.140972759042466,4041.504115513393,0.0,0.07170475996092018
292.0,22.434171455247057,4038.0614188058034,0.0,0.0886742348653154
293.0,26.727370151451655,4034.6187220982147,0.0,0.10564370976971059
294.0,31.02056884765625,4031.176025390625,0.0,0.12261318467410579
295.0,27.459822382245747,4035.674769810268,0.0,0.10853883078055901
296.0,23.89907591683524,4040.173514229911,0.0,0.09446447688701223
297.0,20.338329451424737,4044.6722586495534,0.0,0.08039012299346546
298.0,16.77758298601423,4049.1710030691966,0.0,0.06631576909991868
299.0,13.216836520603726,4053.669747488839,0.0,0.05224141520637189
300.0,9.656090055193221,4058.168491908482,0.0,0.038167061312825115
301.0,6.095343589782715,4062.667236328125,0.0,0.024092707419278336
302.0,5.224580219813755,4059.5207170758927,0.0,0.020650892073667146
303.0,4.353816849844796,4056.374197823661,0.0,0.017209076728055953
304.0,3.483053479875837,4053.2276785714284,0.0,0.013767261382444763
305.0,2.6122901099068776,4050.0811593191966,0.0,0.010325446036833573
306.0,1.7415267399379184,4046.934640066964,0.0,0.006883630691222383
307.0,0.8707633699689588,4043.7881208147323,0.0,0.00344181534561119
308.0,0.0,4040.6416015625,0.0,0.0
309.0,0.0,4042.9440569196427,0.0,0.0
310.0,0.0,4045.246512276786,0.0,0.0
311.0,0.0,4047.5489676339284,0.0,0.0
312.0,0.0,4049.8514229910716,0.0,0.0
313.0,0.0,4052.153878348214,0.0,0.0
314.0,0.0,4054.4563337053573,0.0,0.0
315.0,0.0,4056.7587890625,0.0,0.0
316.0,0.9800035612923759,4051.556849888393,0.0,0.003873602648363534
317.0,1.9600071225847517,4046.354910714286,0.0,0.007747205296727068
318.0,2.9400106838771274,4041.1529715401784,0.0,0.011620807945090603
319.0,3.9200142451695035,4035.9510323660716,0.0,0.015494410593454137
320.0,4.90001780646188,4030.749093191964,0.0,0.01936801324181767
321.0,5.880021367754255,4025.547154017857,0.0,0.023241615890181207
322.0,6.860024929046631,4020.34521484375,0.0,0.02711521853854474
323.0,6.375712122235979,4028.4718540736603,0.0,0.025200903687867694
324.0,5.8913993154253275,4036.5984933035716,0.0,0.023286588837190644
325.0,5.407086508614676,4044.725132533482,0.0,0.021372273986513597
326.0,4.922773701804025,4052.851771763393,0.0,0.019457959135836547
327.0,4.438460894993373,4060.9784109933034,0.0,0.0175436442851595
328.0,3.954148088182722,4069.1050502232147,0.0,0.015629329434482454
329.0,3.4698352813720703,4077.231689453125,0.0,0.013715014583805406
330.0,4.105827604021345,4074.5455671037944,0.0,0.016228864168294586
331.0,4.741819926670619,4071.8594447544647,0.0,0.018742713752783767
332.0,5.377812249319894,4069.173322405134,0.0,0.021256563337272945
333.0,6.013804571969168,4066.4872000558034,0.0,0.023770412921762126
334.0,6.649796894618443,4063.801077706473,0.0,0.026284262506251307
335.0,7.285789217267718,4061.114955357143,0.0,0.028798112090740485
336.0,7.921781539916992,4058.4288330078125,0.0,0.03131196167522966
337.0,7.353852272033691,4058.019095284598,0.0,0.029067140938808612
338.0,6.785923004150391,4057.609357561384,0.0,0.026822320202387562
339.0,6.21799373626709,4057.1996198381694,0.0,0.024577499465966508
340.0,5.650064468383789,4056.7898821149556,0.0,0.022332678729545457
341.0,5.082135200500488,4056.380144391741,0.0,0.020087857993124406
342.0,4.5142059326171875,4055.970406668527,0.0,0.017843037256703352
343.0,3.9462766647338867,4055.5606689453125,0.0,0.015598216520282303
344.0,4.950306756155831,4057.6683698381694,0.0,0.019566787426331004
345.0,5.9543368475777765,4059.7760707310267,0.0,0.023535358332379706
346.0,6.958366938999721,4061.883771623884,0.0,0.027503929238428405
347.0,7.962397030421665,4063.991472516741,0.0,0.031472500144477104
348.0,8.966427121843608,4066.0991734095983,0.0,0.0354410710505258
349.0,9.970457213265556,4068.2068743024556,0.0,0.03940964195657451
350.0,10.9744873046875,4070.3145751953125,0.0,0.04337821286262321
351.0,10.906454358782087,4066.2476981026784,0.0,0.04310930302408345
352.0,10.838421412876675,4062.1808210100444,0.0,0.042840393185543696
353.0,10.77038846697126,4058.113943917411,0.0,0.04257148334700394
354.0,10.702355521065849,4054.0470668247767,0.0,0.04230257350846418
355.0,10.634322575160436,4049.980189732143,0.0,0.04203366366992442
356.0,10.566289629255023,4045.913312639509,0.0,0.041764753831384664
357.0,10.49825668334961,4041.846435546875,0.0,0.04149584399284491
358.0,8.99850572858538,4045.1519252232138,0.0,0.03556786627958135
359.0,7.49875477382115,4048.4574148995534,0.0,0.02963988856631779
360.0,5.999003819056919,4051.7629045758927,0.0,0.023711910853054234
361.0,4.499252864292689,4055.0683942522323,0.0,0.017783933139790674
362.0,2.99950190952846,4058.3738839285716,0.0,0.011855955426527114
363.0,1.4997509547642291,4061.6793736049112,0.0,0.00592797771326356
364.0,0.0,4064.98486328125,0.0,0.0
365.0,1.0880441665649414,4061.58447265625,0.0,0.0043006484176286025
366.0,2.176088333129883,4058.18408203125,0.0,0.008601296835257205
367.0,3.264132499694824,4054.78369140625,0.0,0.012901945252885808
368.0,4.352176666259766,4051.38330078125,0.0,0.01720259367051441
369.0,5.440220832824707,4047.98291015625,0.0,0.021503242088143013
370.0,6.528264999389648,4044.58251953125,0.0,0.025803890505771615
371.0,7.61630916595459,4041.18212890625,0.0,0.030104538923400218
372.0,6.528264999389648,4045.968575613839,0.0,0.025803890505771615
373.0,5.440220832824707,4050.7550223214284,0.0,0.021503242088143013
374.0,4.352176666259766,4055.541469029018,0.0,0.01720259367051441
375.0,3.264132499694824,4060.327915736607,0.0,0.012901945252885808
376.0,2.176088333129883,4065.1143624441966,0.0,0.008601296835257205
377.0,1.0880441665649414,4069.900809151786,0.0,0.0043006484176286025
378.0,0.0,4074.687255859375,0.0,0.0
379.0,0.5093248912266323,4068.893624441964,0.0,0.002013178651035602
380.0,1.0186497824532645,4063.0999930245534,0.0,0.004026357302071204
381.0,1.5279746736798967,4057.306361607143,0.0,0.0060395359531068065
382.0,2.037299564906529,4051.512730189732,0.0,0.008052714604142409
383.0,2.5466244561331615,4045.7190987723216,0.0,0.01006589325517801
384.0,3.0559493473597934,4039.925467354911,0.0,0.012079071906213613
385.0,3.565274238586426,4034.1318359375,0.0,0.014092250557249214
386.0,4.280080931527274,4039.750244140625,0.0,0.016917625084656527
387.0,4.994887624468122,4045.36865234375,0.0,0.01974299961206384
388.0,5.709694317408971,4050.987060546875,0.0,0.022568374139471152
389.0,6.424501010349818,4056.60546875,0.0,0.025393748666878466
390.0,7.139307703290667,4062.223876953125,0.0,0.02821912319428578
391.0,7.854114396231515,4067.84228515625,0.0,0.03104449772169309
392.0,8.568921089172363,4073.460693359375,0.0,0.0338698722491004
393.0,8.301780905042376,4067.6558314732147,0.0,0.032813962897744436
394.0,8.034640720912389,4061.8509695870534,0.0,0.03175805354638847
395.0,7.767500536782401,4056.046107700893,0.0,0.030702144195032508
396.0,7.500360352652414,4050.241245814732,0.0,0.029646234843676542
397.0,7.233220168522426,4044.4363839285716,0.0,0.02859032549232058
398.0,6.966079984392438,4038.6315220424103,0.0,0.027534416140964614
399.0,6.698939800262451,4032.82666015625,0.0,0.026478506789608648
400.0,9.716529982430593,4032.9523402622767,0.0,0.03840595867142436
401.0,12.734120164598737,4033.0780203683034,0.0,0.05033341055324007
402.0,15.751710346766881,4033.20370047433,0.0,0.062260862435055776
403.0,18.769300528935023,4033.3293805803573,0.0,0.07418831431687148
404.0,21.78689071110317,4033.455060686384,0.0,0.08611576619868719
405.0,24.80448089327131,4033.580740792411,0.0,0.0980432180805029
406.0,27.822071075439453,4033.7064208984375,0.0,0.1099706699623186
407.0,27.020672593797958,4035.4173758370534,0.0,0.10680302914600615
408.0,26.21927411215646,4037.1283307756694,0.0,0.10363538832969367
409.0,25.417875630514963,4038.839285714286,0.0,0.10046774751338121
410.0,24.616477148873468,4040.5502406529017,0.0,0.09730010669706875
411.0,23.81507866723197,4042.261195591518,0.0,0.09413246588075627
412.0,23.01368018559047,4043.972150530134,0.0,0.09096482506444381
413.0,22.212281703948975,4045.68310546875,0.0,0.08779718424813135
414.0,21.966186387198313,4045.0565185546875,0.0,0.08682445771083326
415.0,21.720091070447648,4044.429931640625,0.0,0.08585173117353519
416.0,21.473995753696986,4043.8033447265625,0.0,0.0848790046362371
417.0,21.227900436946324,4043.1767578125,0.0,0.08390627809893902
418.0,20.98180512019566,4042.5501708984375,0.0,0.08293355156164094
