day,S,I,C,Q,E,R_t
234.0,1801.2545689174108,608.9413364955357,34.70905630929129,113.51902226039341,27.108365740094865,9.31071520784519
235.0,1800.9933558872767,609.3125697544643,35.25995690482004,113.77528163364956,27.126158033098495,9.305999788394406
236.0,1800.732142857143,609.6838030133929,35.810857500348774,114.0315410069057,27.14395032610212,9.301284368943623
237.0,1800.4709298270088,610.0550362723214,36.36175809587751,114.28780038016183,27.16174261910575,9.296568949492839
238.0,1800.209716796875,610.42626953125,36.91265869140625,114.54405975341797,27.179534912109375,9.291853530042056
239.0,1800.2983224051338,610.1687622070312,36.710117885044646,114.75187574114118,27.113569804600306,9.293135578929375
240.0,1800.386928013393,609.9112548828125,36.507577078683035,114.9596917288644,27.047604697091238,9.294417627816692
241.0,1800.4755336216517,609.6537475585938,36.30503627232143,115.16750771658761,26.98163958958217,9.295699676704011
242.0,1800.5641392299108,609.396240234375,36.10249546595982,115.37532370431083,26.915674482073104,9.29698172559133
243.0,1800.6527448381696,609.1387329101562,35.899954659598215,115.58313969203404,26.849709374564036,9.298263774478649
244.0,1800.7413504464287,608.8812255859375,35.697413853236604,115.79095567975726,26.783744267054967,9.299545823365966
245.0,1800.8299560546875,608.6237182617188,35.494873046875,115.99877166748047,26.7177791595459,9.300827872253285
246.0,1800.2820347377233,608.9074794224331,35.49842725481306,116.07579476492745,26.681678771972656,9.298786391100167
247.0,1799.7341134207588,609.1912405831473,35.50198146275112,116.15281786237445,26.645578384399414,9.29674490994705
248.0,1799.1861921037946,609.4750017438616,35.50553567068918,116.22984095982143,26.609477996826172,9.294703428793932
249.0,1798.6382707868304,609.7587629045759,35.50908987862723,116.30686405726841,26.57337760925293,9.292661947640816
250.0,1798.0903494698662,610.0425240652902,35.51264408656529,116.3838871547154,26.537277221679688,9.290620466487699
251.0,1797.5424281529017,610.3262852260044,35.51619829450335,116.46091025216239,26.501176834106445,9.288578985334581
252.0,1796.9945068359375,610.6100463867188,35.519752502441406,116.53793334960938,26.465076446533203,9.286537504181464
253.0,1796.61474609375,610.7870744977679,36.153142656598774,116.77182333809989,26.55785506112235,9.281865062259454
254.0,1796.2349853515625,610.9641026088169,36.786532810756135,117.0057133265904,26.650633675711497,9.277192620337447
255.0,1795.855224609375,611.141130719866,37.4199229649135,117.23960331508091,26.743412290300643,9.272520178415437
256.0,1795.4754638671875,611.3181588309152,38.05331311907087,117.47349330357143,26.836190904889786,9.267847736493428
257.0,1795.095703125,611.4951869419643,38.68670327322824,117.70738329206195,26.928969519478933,9.263175294571418
258.0,1794.7159423828125,611.6722150530134,39.3200934273856,117.94127328055245,27.02174813406808,9.25850285264941
259.0,1794.336181640625,611.8492431640625,39.95348358154297,118.17516326904297,27.114526748657227,9.253830410727401
260.0,1793.6469029017858,611.651628766741,39.820147378104075,118.18336922781808,27.05716460091727,9.254095105584236
261.0,1792.9576241629463,611.4540143694196,39.68681117466518,118.1915751865932,26.999802453177317,9.25435980044107
262.0,1792.268345424107,611.2563999720982,39.55347497122629,118.1997811453683,26.942440305437362,9.254624495297906
263.0,1791.579066685268,611.0587855747768,39.420138767787385,118.20798710414341,26.885078157697404,9.254889190154742
264.0,1790.8897879464287,610.8611711774554,39.28680256434849,118.21619306291852,26.82771600995745,9.255153885011577
265.0,1790.2005092075892,610.663556780134,39.1534663609096,118.22439902169364,26.770353862217494,9.255418579868412
266.0,1789.51123046875,610.4659423828125,39.0201301574707,118.23260498046875,26.71299171447754,9.255683274725246
267.0,1789.261439732143,610.5856148856027,39.37470626831055,118.42945643833706,26.619689668927872,9.253218578809904
268.0,1789.0116489955358,610.7052873883929,39.72928237915039,118.62630789620536,26.52638762337821,9.250753882894559
269.0,1788.7618582589287,610.8249598911831,40.083858489990234,118.82315935407367,26.433085577828543,9.248289186979216
270.0,1788.5120675223213,610.9446323939732,40.43843460083008,119.02001081194196,26.33978353227888,9.245824491063873
271.0,1788.2622767857142,611.0643048967634,40.79301071166992,119.21686226981026,26.246481486729213,9.24335979514853
272.0,1788.012486049107,611.1839773995536,41.147586822509766,119.41371372767857,26.15317944117955,9.240895099233185
273.0,1787.7626953125,611.3036499023438,41.50216293334961,119.61056518554688,26.059877395629883,9.238430403317842
274.0,1787.3152029854912,611.1194458007812,41.92105919974191,119.74252646309989,26.115399496895925,9.236208228044791
275.0,1786.867710658482,610.9352416992188,42.33995546613421,119.8744877406529,26.17092159816197,9.23398605277174
276.0,1786.4202183314733,610.7510375976562,42.75885173252651,120.00644901820591,26.226443699428014,9.23176387749869
277.0,1785.9727260044642,610.5668334960938,43.177747998918804,120.13841029575893,26.281965800694056,9.229541702225639
278.0,1785.5252336774554,610.3826293945312,43.596644265311106,120.27037157331195,26.3374879019601,9.227319526952588
279.0,1785.0777413504463,610.1984252929688,44.0155405317034,120.40233285086495,26.393010003226145,9.225097351679537
280.0,1784.6302490234375,610.0142211914062,44.4344367980957,120.53429412841797,26.448532104492188,9.222875176406486
281.0,1783.8523646763392,610.0024937220982,44.82334845406668,120.69230651855469,26.41286495753697,9.219845547373854
282.0,1783.0744803292412,609.9907662527902,45.21226011003767,120.8503189086914,26.37719781058175,9.216815918341222
283.0,1782.296595982143,609.9790387834821,45.60117176600865,121.00833129882812,26.341530663626536,9.21378628930859
284.0,1781.5187116350446,609.9673113141741,45.990083421979634,121.16634368896484,26.305863516671316,9.21075666027596
285.0,1780.7408272879463,609.955583844866,46.37899507795061,121.32435607910156,26.2701963697161,9.207727031243328
286.0,1779.9629429408483,609.9438563755581,46.7679067339216,121.48236846923828,26.23452922276088,9.204697402210696
287.0,1779.18505859375,609.93212890625,47.15681838989258,121.640380859375,26.198862075805664,9.201667773178064
288.0,1780.122349330357,610.0595964704241,46.84446225847517,121.76009913853237,26.175308227539062,9.20348947968616
289.0,1781.0596400669642,610.1870640345982,46.53210612705776,121.87981741768974,26.15175437927246,9.205311186194255
290.0,1781.9969308035713,610.3145315987723,46.21974999564035,121.9995356968471,26.12820053100586,9.20713289270235
291.0,1782.9342215401787,610.4419991629464,45.90739386422293,122.11925397600446,26.104646682739258,9.208954599210445
292.0,1783.8715122767858,610.5694667271206,45.59503773280552,122.23897225516183,26.081092834472656,9.210776305718541
293.0,1784.808803013393,610.6969342912946,45.28268160138811,122.3586905343192,26.057538986206055,9.212598012226636
294.0,1785.74609375,610.8244018554688,44.9703254699707,122.47840881347656,26.033985137939453,9.214419718734732
295.0,1784.781773158482,610.9215000697544,45.32421275547573,122.48121425083706,26.09235463823591,9.211048333883623
296.0,1783.8174525669642,611.0185982840402,45.678100040980745,122.48401968819755,26.150724138532365,9.207676949032514
297.0,1782.8531319754463,611.1156964983259,46.03198732648577,122.48682512555804,26.209093638828822,9.204305564181405
298.0,1781.8888113839287,611.2127947126116,46.38587461199079,122.48963056291852,26.26746313912528,9.200934179330295
299.0,1780.9244907924108,611.3098929268973,46.73976189749582,122.49243600027901,26.325832639421737,9.197562794479186
300.0,1779.960170200893,611.4069911411831,47.093649183000835,122.4952414376395,26.38420213971819,9.194191409628077
301.0,1778.995849609375,611.5040893554688,47.44753646850586,122.498046875,26.44257164001465,9.190820024776968
302.0,1778.8670479910713,611.2829851422991,47.64607238769531,122.58377184186664,26.37978608267648,9.190610818769478
303.0,1778.738246372768,611.0618809291294,47.844608306884766,122.66949680873326,26.317000525338308,9.190401612761987
304.0,1778.6094447544642,610.8407767159598,48.04314422607422,122.75522177559989,26.254214968000138,9.190192406754496
305.0,1778.4806431361608,610.6196725027902,48.24168014526367,122.84094674246651,26.19142941066197,9.189983200747005
306.0,1778.351841517857,610.3985682896206,48.440216064453125,122.92667170933315,26.1286438533238,9.189773994739515
307.0,1778.2230398995537,610.1774640764509,48.63875198364258,123.01239667619977,26.06585829598563,9.189564788732023
308.0,1778.09423828125,609.9563598632812,48.83728790283203,123.0981216430664,26.00307273864746,9.189355582724533
309.0,1777.8763950892858,609.9305855887277,48.491828373500276,123.25693075997489,25.983333587646484,9.1898294336863
310.0,1777.6585518973213,609.9048113141741,48.14636884416853,123.41573987688336,25.963594436645508,9.190303284648067
311.0,1777.440708705357,609.8790370396206,47.80090931483677,123.57454899379185,25.94385528564453,9.190777135609835
312.0,1777.222865513393,609.8532627650669,47.455449785505024,123.73335811070034,25.924116134643555,9.191250986571601
313.0,1777.0050223214287,609.8274884905134,47.10999025617327,123.89216722760882,25.904376983642578,9.19172483753337
314.0,1776.7871791294642,609.8017142159598,46.76453072684152,124.0509763445173,25.8846378326416,9.192198688495136
315.0,1776.5693359375,609.7759399414062,46.419071197509766,124.20978546142578,25.864898681640625,9.192672539456904
316.0,1775.6106480189733,610.3751656668527,47.1001216343471,124.0794917515346,25.903817313058035,9.186896153225732
317.0,1774.6519601004463,610.9743913922991,47.78117207118443,123.94919804164341,25.942735944475448,9.18111976699456
318.0,1773.6932721819196,611.5736171177456,48.46222250802176,123.81890433175224,25.981654575892858,9.175343380763387
319.0,1772.734584263393,612.1728428431919,49.1432729448591,123.68861062186105,26.020573207310267,9.169566994532213
320.0,1771.7758963448662,612.7720685686384,49.82432338169643,123.55831691196987,26.059491838727677,9.16379060830104
321.0,1770.8172084263392,613.3712942940848,50.50537381853376,123.42802320207868,26.09841047014509,9.158014222069868
322.0,1769.8585205078125,613.9705200195312,51.186424255371094,123.2977294921875,26.1373291015625,9.152237835838696
323.0,1770.2475411551338,613.1579241071429,51.27803039550781,123.4278063092913,26.163390023367747,9.154873449068418
324.0,1770.6365618024554,612.3453281947544,51.36963653564453,123.55788312639508,26.18945094517299,9.15750906229814
325.0,1771.0255824497767,611.532732282366,51.46124267578125,123.68795994349888,26.215511866978236,9.160144675527862
326.0,1771.4146030970983,610.7201363699777,51.55284881591797,123.81803676060268,26.241572788783483,9.162780288757585
327.0,1771.8036237444196,609.9075404575893,51.64445495605469,123.94811357770648,26.26763371058873,9.165415901987307
