week,S,I,R,H,W,P,A,Q,R_t
236.0,1344.4918,0.00042970708,0.49039534,0.0,0.0,0.0,0.0001863771,1.4862611e-05,5.062128849040243
237.0,1344.504,0.0,0.48729017,0.0,0.0,0.0,4.6696056e-05,0.0,5.062142751626512
238.0,1344.5062,0.0,0.4822259,3.9209507e-09,0.0,0.0,0.0001268474,1.7675351e-05,5.062161446879106
239.0,1344.506,0.0,0.48424786,2.787416e-10,0.0,0.0,0.00036773062,7.0295887e-06,5.062152969902076
240.0,1344.5071,0.0,0.4752977,5.245456e-09,0.0,0.0,0.0024177062,1.1068072e-05,5.0621789266230355
241.0,1344.5096,1.18552425e-05,0.47428814,1.71814e-08,2.2773283e-05,0.0,0.0,0.0,5.062191826381697
242.0,1344.5177,0.0,0.46906456,2.2092006e-08,6.685825e-05,0.0,0.0,2.4040199e-05,5.062211451410677
243.0,1344.5166,0.0,0.46788174,1.1477784e-08,0.0,0.0,0.0010024213,3.2560925e-05,5.062212096933163
244.0,1344.5225,0.0008827159,0.46504235,1.6558536e-08,0.0,0.0,0.00026277616,0.0,5.062222375437029
245.0,1344.526,0.0,0.45637456,0.0,5.5884182e-05,0.0,0.0,1.7573771e-05,5.0622592490690534
246.0,1344.5228,0.00088939397,0.4483718,0.0,0.0,0.0,0.0008037932,7.3523133e-06,5.062283031684571
247.0,1344.535,0.0,0.44921562,0.0,0.0,0.0,0.0006300395,2.0172785e-05,5.062283824309582
248.0,1344.5298,0.0,0.44681484,3.1091133e-08,0.0,0.0,0.00026393397,0.0,5.062294307657852
249.0,1344.5405,0.0,0.44238454,0.0,0.00015340823,0.0,0.00014071135,1.3515693e-05,5.062311409033558
250.0,1344.5459,0.0,0.4405558,2.9862928e-08,0.0,0.0,0.0,1.2326964e-05,5.062318832708085
